Column name,Concentration (fmol)
Cucsa.000200,0.0
Cucsa.000210,0.051649740890650976
Cucsa.000230,0.0
Cucsa.000250,0.4461646525011651
Cucsa.000290,0.0024981331693585108
Cucsa.001310,0.17328924478584828
Cucsa.001320,0.11870656568097146
Cucsa.001330,0.09409409713776845
Cucsa.001340,1.1714026913051327
Cucsa.001360,1.0761473081103952
Cucsa.001370,0.04494980889270633
Cucsa.001400,0.026517773186094214
Cucsa.001410,0.0764061019141366
Cucsa.002240,0.00021364874308923032
Cucsa.002260,0.15643988610955553
Cucsa.002280,0.22911601521260766
Cucsa.002290,0.12194412874785292
Cucsa.002310,0.0
Cucsa.002320,0.12173000843613298
Cucsa.002330,0.0
Cucsa.002530,0.06122638291064983
Cucsa.002540,0.013815845776058792
Cucsa.002590,0.1440904680302595
Cucsa.002600,0.021287557435199556
Cucsa.002610,0.0
Cucsa.002620,0.02500648776204163
Cucsa.002630,0.2991770799659638
Cucsa.002640,0.21160241719118497
Cucsa.002650,0.08631336136856298
Cucsa.002660,0.14261294683445402
Cucsa.002670,0.013302995863402141
Cucsa.002680,0.03712813534757433
Cucsa.002880,0.196893391415203
Cucsa.002900,0.17325959940016894
Cucsa.002920,0.0012433519009585011
Cucsa.002930,0.051945899985546426
Cucsa.002940,0.0844392258939123
Cucsa.002950,0.02650546135305795
Cucsa.002960,0.4244637068737121
Cucsa.002980,0.008743925392841084
Cucsa.003190,0.0462286258401538
Cucsa.003210,0.049298327355876775
Cucsa.003220,3.941453760701764
Cucsa.003230,0.15849440264620088
Cucsa.003430,0.0796234280901261
Cucsa.003830,0.01633998322495291
Cucsa.003840,0.4790390852057401
Cucsa.003850,0.4781558241845387
Cucsa.003860,0.016267968090581893
Cucsa.003880,0.04380880774684278
Cucsa.003910,0.13270898417311586
Cucsa.003950,0.3127201784163823
Cucsa.003960,0.1685574473127677
Cucsa.003970,0.44900035643331576
Cucsa.004190,0.2720951864255836
Cucsa.004200,0.04869593968654344
Cucsa.004230,1.3423257083034743
Cucsa.004430,0.2386664248361078
Cucsa.004450,0.03683286836590728
Cucsa.004460,0.05639182350549385
Cucsa.004470,0.14900838012595324
Cucsa.004500,0.024756597755296407
Cucsa.004510,0.025260605481359725
Cucsa.004520,0.136360521665308
Cucsa.004530,0.22966194716897598
Cucsa.004580,0.0
Cucsa.004590,0.0
Cucsa.004610,0.14485894174072647
Cucsa.004650,0.19537802733153808
Cucsa.004660,0.44713034267108515
Cucsa.004670,0.29404708544695574
Cucsa.004700,0.06381612871852496
Cucsa.004920,0.339387298771239
Cucsa.004950,0.17620023314222177
Cucsa.004960,0.007980782796770239
Cucsa.005000,0.08627060699600153
Cucsa.005010,0.040793913354423984
Cucsa.005020,0.09957527800477824
Cucsa.005030,0.10858038861110195
Cucsa.005040,0.2847534116201101
Cucsa.005050,0.03922450581166953
Cucsa.005080,0.22878550577566664
Cucsa.005090,0.029652601091204534
Cucsa.005100,0.022849817926898004
Cucsa.005110,0.010549982417064686
Cucsa.005120,0.08635522503514434
Cucsa.005130,0.5324699133745963
Cucsa.005150,0.14335556959054305
Cucsa.005160,0.2528279906149881
Cucsa.005170,0.03455612460209469
Cucsa.005190,0.15135911591987103
Cucsa.005210,0.0
Cucsa.005220,0.46648908212666207
Cucsa.005230,0.07455423264442546
Cucsa.005240,0.04828072100129472
Cucsa.005250,0.03954059431770367
Cucsa.005260,0.01846920784918938
Cucsa.005270,0.13547771594108027
Cucsa.005280,2.362155731024515
Cucsa.005290,0.058942161339282685
Cucsa.005300,0.10394684792398237
Cucsa.005310,0.29613503434053073
Cucsa.005320,0.1235868409631061
Cucsa.005330,0.3298879025793109
Cucsa.005350,0.05837885416715159
Cucsa.005360,0.12795558186467204
Cucsa.005370,0.2112404460714911
Cucsa.005380,0.07638101615639255
Cucsa.005390,0.29150663932363624
Cucsa.005400,0.25221882269555923
Cucsa.005410,0.06876060959839961
Cucsa.005420,0.041068724704863606
Cucsa.005430,0.00044178551055887283
Cucsa.005450,0.6829517747233952
Cucsa.005460,0.1684411916880483
Cucsa.005470,0.029432679676990744
Cucsa.005480,0.06146391134662296
Cucsa.005490,0.0002908759034352456
Cucsa.005500,0.1920668341617332
Cucsa.005510,0.11598026082101962
Cucsa.005520,0.1794965958605963
Cucsa.005560,0.47322581575305084
Cucsa.005570,0.013476051322212499
Cucsa.005970,0.0
Cucsa.006180,0.042191236717456754
Cucsa.006190,0.1276574700654683
Cucsa.006220,0.016291510588481738
Cucsa.006230,0.23849249958650892
Cucsa.006240,0.02486964572030458
Cucsa.006320,0.20348441793835848
Cucsa.006340,0.000273558873808816
Cucsa.006940,0.5545526818482657
Cucsa.007150,0.03429184786818673
Cucsa.007160,0.1269956726359798
Cucsa.007170,0.2247098553331762
Cucsa.007220,0.385214906568807
Cucsa.007240,1.0891465284914021
Cucsa.007250,0.0815414580772287
Cucsa.007260,0.11175986544062656
Cucsa.007270,0.023592845796908363
Cucsa.007290,0.02011944706255605
Cucsa.007300,0.2444250233445031
Cucsa.007310,0.0025687937481447395
