Gene,Transcrit
Acc15322,Acc15322.1
Acc15323,Acc15323.1
Acc15324,Acc15324.1
Acc15325,Acc15325.1
Acc15326,Acc15326.1
Acc15327,Acc15327.1
Acc15328,Acc15328.1
Acc15329,Acc15329.1
Acc15330,Acc15330.1
Acc15331,Acc15331.1
Acc15332,Acc15332.1
Acc15333,Acc15333.1
Acc15334,Acc15334.1
Acc15335,Acc15335.1
Acc15336,Acc15336.1
Acc15337,Acc15337.1
Acc15338,Acc15338.1
Acc15339,Acc15339.1
Acc15340,Acc15340.1
Acc15341,Acc15341.1
Acc15342,Acc15342.1
Acc15343,Acc15343.1
Acc15344,Acc15344.1
Acc15345,Acc15345.1
Acc15346,Acc15346.1
Acc15347,Acc15347.1
Acc15348,Acc15348.1
Acc15349,Acc15349.1
Acc15350,Acc15350.1
Acc15351,Acc15351.1
Acc15352,Acc15352.1
Acc15353,Acc15353.1
Acc15354,Acc15354.1
Acc15355,Acc15355.1
Acc15356,Acc15356.1
Acc15357,Acc15357.1
Acc15358,Acc15358.1
Acc15359,Acc15359.1
Acc15360,Acc15360.1
Acc15361,Acc15361.1
Acc15362,Acc15362.1
Acc15363,Acc15363.1
Acc15364,Acc15364.1
Acc15365,Acc15365.1
Acc15366,Acc15366.1
Acc15367,Acc15367.1
Acc15368,Acc15368.1
Acc15369,Acc15369.1
Acc15370,Acc15370.1
Acc15371,Acc15371.1
Acc15372,Acc15372.1
Acc15373,Acc15373.1
Acc15374,Acc15374.1
Acc15375,Acc15375.1
Acc15376,Acc15376.1
Acc15377,Acc15377.1
Acc15378,Acc15378.1
Acc15379,Acc15379.1
Acc15380,Acc15380.1
Acc15381,Acc15381.1
Acc15382,Acc15382.1
Acc15383,Acc15383.1
Acc15384,Acc15384.1
Acc15385,Acc15385.1
Acc15386,Acc15386.1
Acc15388,Acc15388.1
Acc15389,Acc15389.1
Acc15390,Acc15390.1
Acc15391,Acc15391.1
Acc15392,Acc15392.1
Acc15393,Acc15393.1
Acc15394,Acc15394.1
Acc15395,Acc15395.1
Acc15396,Acc15396.1
Acc15397,Acc15397.1
Acc15398,Acc15398.1
Acc15399,Acc15399.1
Acc15400,Acc15400.1
Acc15401,Acc15401.1
Acc15402,Acc15402.1
Acc15403,Acc15403.1
Acc15404,Acc15404.1
Acc15405,Acc15405.1
Acc15406,Acc15406.1
Acc15407,Acc15407.1
Acc15408,Acc15408.1
Acc15409,Acc15409.1
Acc15410,Acc15410.1
Acc15411,Acc15411.1
Acc15412,Acc15412.1
Acc15413,Acc15413.1
Acc15414,Acc15414.1
Acc15415,Acc15415.1
Acc15416,Acc15416.1
Acc15417,Acc15417.1
Acc15418,Acc15418.1
Acc15419,Acc15419.1
Acc15420,Acc15420.1
Acc15421,Acc15421.1
Acc15422,Acc15422.1
Acc15423,Acc15423.1
Acc15424,Acc15424.1
Acc15425,Acc15425.1
Acc15426,Acc15426.1
Acc15427,Acc15427.1
Acc15428,Acc15428.1
Acc15429,Acc15429.1
Acc15430,Acc15430.1
Acc15431,Acc15431.1
Acc15432,Acc15432.1
Acc15433,Acc15433.1
Acc15434,Acc15434.1
Acc15435,Acc15435.1
Acc15436,Acc15436.1
Acc15437,Acc15437.1
Acc15438,Acc15438.1
Acc15439,Acc15439.1
Acc15440,Acc15440.1
Acc15441,Acc15441.1
Acc15442,Acc15442.1
Acc15443,Acc15443.1
Acc15444,Acc15444.1
Acc15445,Acc15445.1
Acc15446,Acc15446.1
Acc15447,Acc15447.1
Acc15448,Acc15448.1
Acc15449,Acc15449.1
Acc15450,Acc15450.1
Acc15451,Acc15451.1
Acc15452,Acc15452.1
Acc15453,Acc15453.1
Acc15454,Acc15454.1
Acc15455,Acc15455.1
Acc15456,Acc15456.1
Acc15456,Acc15456.2
Acc15457,Acc15457.1
Acc15458,Acc15458.1
Acc15459,Acc15459.1
Acc15460,Acc15460.1
Acc15461,Acc15461.1
Acc15462,Acc15462.1
Acc15463,Acc15463.1
Acc15464,Acc15464.1
Acc15465,Acc15465.1
Acc15466,Acc15466.1
Acc15467,Acc15467.1
Acc15468,Acc15468.1
Acc15469,Acc15469.1
Acc15470,Acc15470.1
Acc15471,Acc15471.1
Acc15472,Acc15472.1
Acc15473,Acc15473.1
Acc15474,Acc15474.1
Acc15475,Acc15475.1
Acc15476,Acc15476.1
Acc15477,Acc15477.1
Acc15478,Acc15478.1
Acc15479,Acc15479.1
Acc15480,Acc15480.1
Acc15481,Acc15481.1
Acc15482,Acc15482.1
Acc15483,Acc15483.1
Acc15484,Acc15484.1
Acc15485,Acc15485.1
Acc15486,Acc15486.1
Acc15488,Acc15488.1
Acc15489,Acc15489.1
Acc15490,Acc15490.1
Acc15491,Acc15491.1
Acc15492,Acc15492.1
Acc15493,Acc15493.1
Acc15494,Acc15494.1
Acc15495,Acc15495.1
Acc15496,Acc15496.1
Acc15497,Acc15497.1
Acc15498,Acc15498.1
Acc15499,Acc15499.1
Acc15500,Acc15500.1
Acc15501,Acc15501.1
Acc15502,Acc15502.1
Acc15503,Acc15503.1
Acc15504,Acc15504.1
Acc15505,Acc15505.1
Acc15506,Acc15506.1
Acc15507,Acc15507.1
Acc15508,Acc15508.1
Acc15509,Acc15509.1
Acc15510,Acc15510.1
Acc15511,Acc15511.1
Acc15512,Acc15512.1
Acc15513,Acc15513.1
Acc15514,Acc15514.1
Acc15515,Acc15515.1
Acc15516,Acc15516.1
Acc15517,Acc15517.1
Acc15518,Acc15518.1
Acc15519,Acc15519.1
Acc15520,Acc15520.1
Acc15521,Acc15521.1
Acc15522,Acc15522.1
Acc15523,Acc15523.1
Acc15524,Acc15524.1
Acc15525,Acc15525.1
Acc15526,Acc15526.1
Acc15527,Acc15527.1
Acc15528,Acc15528.1
Acc15529,Acc15529.1
Acc15530,Acc15530.1
Acc15531,Acc15531.1
Acc15532,Acc15532.1
Acc15533,Acc15533.1
Acc15534,Acc15534.1
Acc15535,Acc15535.1
Acc15536,Acc15536.1
Acc15537,Acc15537.1
Acc15538,Acc15538.1
Acc15539,Acc15539.1
Acc15540,Acc15540.1
Acc15541,Acc15541.1
Acc15542,Acc15542.1
Acc15543,Acc15543.1
Acc15544,Acc15544.1
Acc15545,Acc15545.1
Acc15546,Acc15546.1
Acc15547,Acc15547.1
Acc15548,Acc15548.1
Acc15549,Acc15549.1
Acc15550,Acc15550.1
Acc15551,Acc15551.1
Acc15552,Acc15552.1
Acc15553,Acc15553.1
Acc15554,Acc15554.1
Acc15555,Acc15555.1
Acc15556,Acc15556.1
Acc15557,Acc15557.1
Acc15558,Acc15558.1
Acc15559,Acc15559.1
Acc15560,Acc15560.1
Acc15561,Acc15561.1
Acc15562,Acc15562.1
Acc15563,Acc15563.1
Acc15564,Acc15564.1
Acc15565,Acc15565.1
Acc15566,Acc15566.1
Acc15567,Acc15567.1
Acc15568,Acc15568.1
Acc15569,Acc15569.1
Acc15570,Acc15570.1
Acc15571,Acc15571.1
Acc15572,Acc15572.1
Acc15573,Acc15573.1
Acc15574,Acc15574.1
Acc15575,Acc15575.1
Acc15576,Acc15576.1
Acc15577,Acc15577.1
Acc15578,Acc15578.1
Acc15579,Acc15579.1
Acc15580,Acc15580.1
Acc15581,Acc15581.1
Acc15582,Acc15582.1
Acc15583,Acc15583.1
Acc15584,Acc15584.1
Acc15585,Acc15585.1
Acc15586,Acc15586.1
Acc15587,Acc15587.1
Acc15588,Acc15588.1
Acc15589,Acc15589.1
Acc15590,Acc15590.1
Acc15591,Acc15591.1
Acc15592,Acc15592.1
Acc15593,Acc15593.1
Acc15594,Acc15594.1
Acc15595,Acc15595.1
Acc15596,Acc15596.1
Acc15597,Acc15597.1
Acc15598,Acc15598.1
Acc15599,Acc15599.1
Acc15600,Acc15600.1
Acc15601,Acc15601.1
Acc15602,Acc15602.1
Acc15603,Acc15603.1
Acc15604,Acc15604.1
Acc15605,Acc15605.1
Acc15606,Acc15606.1
Acc15607,Acc15607.1
Acc15608,Acc15608.1
Acc15609,Acc15609.1
Acc15610,Acc15610.1
Acc15611,Acc15611.1
Acc15612,Acc15612.1
Acc15613,Acc15613.1
Acc15614,Acc15614.1
Acc15615,Acc15615.1
Acc15616,Acc15616.1
Acc15617,Acc15617.1
Acc15618,Acc15618.1
Acc15619,Acc15619.1
Acc15620,Acc15620.1
Acc15621,Acc15621.1
Acc15622,Acc15622.1
Acc15623,Acc15623.1
Acc15624,Acc15624.1
Acc15625,Acc15625.1
Acc15626,Acc15626.1
Acc15627,Acc15627.1
Acc15628,Acc15628.1
Acc15629,Acc15629.1
Acc15630,Acc15630.1
Acc15631,Acc15631.1
Acc15632,Acc15632.1
Acc15633,Acc15633.1
Acc15634,Acc15634.1
Acc15635,Acc15635.1
Acc15636,Acc15636.1
Acc15637,Acc15637.1
Acc15638,Acc15638.1
Acc15639,Acc15639.1
Acc15640,Acc15640.1
Acc15641,Acc15641.1
Acc15642,Acc15642.1
Acc15644,Acc15644.1
Acc15645,Acc15645.1
Acc15646,Acc15646.1
Acc15647,Acc15647.1
Acc15648,Acc15648.1
Acc15649,Acc15649.1
Acc15650,Acc15650.1
Acc15651,Acc15651.1
Acc15652,Acc15652.1
Acc15653,Acc15653.1
Acc15654,Acc15654.1
Acc15655,Acc15655.1
Acc15656,Acc15656.1
Acc15657,Acc15657.1
Acc15658,Acc15658.1
Acc15659,Acc15659.1
Acc15660,Acc15660.1
Acc15661,Acc15661.1
Acc15662,Acc15662.1
Acc15663,Acc15663.1
Acc15664,Acc15664.1
Acc15665,Acc15665.1
Acc15666,Acc15666.1
Acc15667,Acc15667.1
Acc15668,Acc15668.1
Acc15669,Acc15669.1
Acc15670,Acc15670.1
Acc15671,Acc15671.1
Acc15672,Acc15672.1
Acc15673,Acc15673.1
Acc15674,Acc15674.1
Acc15675,Acc15675.1
Acc15676,Acc15676.1
Acc15677,Acc15677.1
Acc15678,Acc15678.1
Acc15679,Acc15679.1
Acc15680,Acc15680.1
Acc15681,Acc15681.1
Acc15682,Acc15682.1
Acc15683,Acc15683.1
Acc15684,Acc15684.1
Acc15685,Acc15685.1
Acc15686,Acc15686.1
Acc15687,Acc15687.1
Acc15688,Acc15688.1
Acc15689,Acc15689.1
Acc15690,Acc15690.1
Acc15691,Acc15691.1
Acc15692,Acc15692.1
Acc15693,Acc15693.1
Acc15694,Acc15694.1
Acc15695,Acc15695.1
Acc15696,Acc15696.1
Acc15697,Acc15697.1
Acc15698,Acc15698.1
Acc15699,Acc15699.1
Acc15700,Acc15700.1
Acc15701,Acc15701.1
Acc15702,Acc15702.1
Acc15703,Acc15703.1
Acc15704,Acc15704.1
Acc15705,Acc15705.1
Acc15706,Acc15706.1
Acc15707,Acc15707.1
Acc15708,Acc15708.1
Acc15709,Acc15709.1
Acc15710,Acc15710.1
Acc15711,Acc15711.1
Acc15712,Acc15712.1
Acc15713,Acc15713.1
Acc15714,Acc15714.1
Acc15715,Acc15715.1
Acc15716,Acc15716.1
Acc15717,Acc15717.1
Acc15718,Acc15718.1
Acc15719,Acc15719.1
Acc15720,Acc15720.1
Acc15721,Acc15721.1
Acc15722,Acc15722.1
Acc15723,Acc15723.1
Acc15724,Acc15724.1
Acc15725,Acc15725.1
Acc15726,Acc15726.1
Acc15727,Acc15727.1
Acc15728,Acc15728.1
Acc15729,Acc15729.1
Acc15730,Acc15730.1
Acc15731,Acc15731.1
Acc15732,Acc15732.1
Acc15733,Acc15733.1
Acc15734,Acc15734.1
Acc15735,Acc15735.1
Acc15736,Acc15736.1
Acc15736,Acc15736.2
Acc15737,Acc15737.1
Acc15738,Acc15738.1
Acc15739,Acc15739.1
Acc15740,Acc15740.1
Acc15741,Acc15741.1
Acc15742,Acc15742.1
Acc15743,Acc15743.1
Acc15744,Acc15744.1
Acc15745,Acc15745.1
Acc15746,Acc15746.1
Acc15747,Acc15747.1
Acc15748,Acc15748.1
Acc15749,Acc15749.1
Acc15750,Acc15750.1
Acc15751,Acc15751.1
Acc15752,Acc15752.1
Acc15753,Acc15753.1
Acc15754,Acc15754.1
Acc15755,Acc15755.1
Acc15756,Acc15756.1
Acc15757,Acc15757.1
Acc15758,Acc15758.1
Acc15759,Acc15759.1
Acc15760,Acc15760.1
Acc15761,Acc15761.1
Acc15762,Acc15762.1
Acc15763,Acc15763.1
Acc15764,Acc15764.1
Acc15765,Acc15765.1
Acc15766,Acc15766.1
Acc15767,Acc15767.2
Acc15768,Acc15768.1
Acc15769,Acc15769.1
Acc15770,Acc15770.1
Acc15771,Acc15771.1
Acc15772,Acc15772.1
Acc15773,Acc15773.1
Acc15774,Acc15774.1
Acc15775,Acc15775.1
Acc15776,Acc15776.1
Acc15777,Acc15777.1
Acc15778,Acc15778.1
Acc15779,Acc15779.1
Acc15780,Acc15780.1
Acc15781,Acc15781.1
Acc15782,Acc15782.1
Acc15783,Acc15783.1
Acc15784,Acc15784.1
Acc15785,Acc15785.1
Acc15786,Acc15786.1
Acc15787,Acc15787.1
Acc15788,Acc15788.1
Acc15789,Acc15789.1
Acc15790,Acc15790.1
Acc15791,Acc15791.1
Acc15792,Acc15792.1
Acc15793,Acc15793.1
Acc15794,Acc15794.1
Acc15795,Acc15795.1
Acc15796,Acc15796.1
Acc15797,Acc15797.1
Acc15798,Acc15798.1
Acc15799,Acc15799.1
Acc15800,Acc15800.1
Acc15801,Acc15801.1
Acc15803,Acc15803.1
Acc15804,Acc15804.1
Acc15805,Acc15805.1
Acc15806,Acc15806.1
Acc15807,Acc15807.1
Acc15808,Acc15808.1
Acc15809,Acc15809.1
Acc15810,Acc15810.1
Acc15811,Acc15811.1
Acc15812,Acc15812.1
Acc15813,Acc15813.1
Acc15814,Acc15814.1
Acc15815,Acc15815.2
Acc15816,Acc15816.1
Acc15817,Acc15817.1
Acc15818,Acc15818.1
Acc15819,Acc15819.1
Acc15820,Acc15820.1
Acc15821,Acc15821.1
Acc15822,Acc15822.1
Acc15823,Acc15823.1
Acc15824,Acc15824.1
Acc15825,Acc15825.1
Acc15826,Acc15826.1
Acc15827,Acc15827.1
Acc15828,Acc15828.1
Acc15829,Acc15829.1
Acc15830,Acc15830.1
Acc15831,Acc15831.1
Acc15832,Acc15832.1
Acc15833,Acc15833.1
Acc15834,Acc15834.1
Acc15835,Acc15835.1
Acc15836,Acc15836.1
Acc15837,Acc15837.1
Acc15838,Acc15838.1
Acc15839,Acc15839.1
Acc15840,Acc15840.1
Acc15841,Acc15841.1
Acc15842,Acc15842.1
Acc15843,Acc15843.1
Acc15844,Acc15844.1
Acc15845,Acc15845.1
Acc15846,Acc15846.1
Acc15847,Acc15847.1
Acc15848,Acc15848.1
Acc15849,Acc15849.1
Acc15850,Acc15850.1
Acc15851,Acc15851.1
Acc15852,Acc15852.1
Acc15853,Acc15853.1
Acc15854,Acc15854.1
Acc15855,Acc15855.1
Acc15856,Acc15856.1
Acc15857,Acc15857.1
Acc15858,Acc15858.1
Acc15859,Acc15859.1
Acc15860,Acc15860.1
Acc15861,Acc15861.1
Acc15862,Acc15862.1
Acc15863,Acc15863.1
Acc15864,Acc15864.1
Acc15865,Acc15865.1
Acc15866,Acc15866.1
Acc15867,Acc15867.1
Acc15868,Acc15868.1
Acc15869,Acc15869.1
Acc15869,Acc15869.2
Acc15870,Acc15870.1
Acc15871,Acc15871.1
Acc15872,Acc15872.1
Acc15873,Acc15873.1
Acc15874,Acc15874.1
Acc15875,Acc15875.1
Acc15876,Acc15876.1
Acc15877,Acc15877.1
Acc15878,Acc15878.1
Acc15879,Acc15879.1
Acc15880,Acc15880.1
Acc15881,Acc15881.1
Acc15882,Acc15882.1
Acc15883,Acc15883.1
Acc15884,Acc15884.1
Acc15885,Acc15885.1
Acc15886,Acc15886.1
Acc15887,Acc15887.1
Acc15888,Acc15888.1
Acc15889,Acc15889.1
Acc15890,Acc15890.1
Acc15891,Acc15891.1
Acc15892,Acc15892.1
Acc15893,Acc15893.1
Acc15894,Acc15894.1
Acc15895,Acc15895.1
Acc15896,Acc15896.1
Acc15897,Acc15897.1
Acc15897,Acc15897.2
Acc15898,Acc15898.1
Acc15899,Acc15899.1
Acc15900,Acc15900.1
Acc15901,Acc15901.1
Acc15902,Acc15902.1
Acc15903,Acc15903.1
Acc15904,Acc15904.1
Acc15905,Acc15905.1
Acc15906,Acc15906.1
Acc15907,Acc15907.1
Acc15908,Acc15908.1
Acc15909,Acc15909.1
Acc15910,Acc15910.1
Acc15911,Acc15911.1
Acc15911,Acc15911.2
Acc15912,Acc15912.1
Acc15913,Acc15913.1
Acc15914,Acc15914.1
Acc15915,Acc15915.1
Acc15916,Acc15916.1
Acc15917,Acc15917.1
Acc15918,Acc15918.1
Acc15920,Acc15920.1
Acc15921,Acc15921.1
Acc15922,Acc15922.1
Acc15923,Acc15923.1
Acc15924,Acc15924.1
Acc15925,Acc15925.1
Acc15926,Acc15926.1
Acc15927,Acc15927.1
Acc15928,Acc15928.1
Acc15929,Acc15929.1
Acc15930,Acc15930.1
Acc15931,Acc15931.1
Acc15932,Acc15932.1
Acc15933,Acc15933.1
Acc15934,Acc15934.1
Acc15935,Acc15935.1
Acc15936,Acc15936.1
Acc15937,Acc15937.1
Acc15938,Acc15938.1
Acc15939,Acc15939.1
Acc15940,Acc15940.1
Acc15941,Acc15941.1
Acc15942,Acc15942.1
Acc15943,Acc15943.1
Acc15944,Acc15944.1
Acc15945,Acc15945.1
Acc15946,Acc15946.1
Acc15947,Acc15947.1
Acc15948,Acc15948.1
Acc15949,Acc15949.1
Acc15950,Acc15950.1
Acc15951,Acc15951.1
Acc15952,Acc15952.1
Acc15953,Acc15953.1
Acc15954,Acc15954.1
Acc15955,Acc15955.1
Acc15956,Acc15956.1
Acc15957,Acc15957.1
Acc15958,Acc15958.1
Acc15959,Acc15959.1
Acc15960,Acc15960.1
Acc15961,Acc15961.1
Acc15962,Acc15962.1
Acc15963,Acc15963.1
Acc15964,Acc15964.1
Acc15965,Acc15965.1
Acc15966,Acc15966.1
Acc15967,Acc15967.1
Acc15968,Acc15968.1
Acc15969,Acc15969.1
Acc15970,Acc15970.1
Acc15971,Acc15971.1
Acc15972,Acc15972.1
Acc15973,Acc15973.1
Acc15973,Acc15973.2
Acc15974,Acc15974.1
Acc15975,Acc15975.1
Acc15975,Acc15975.2
Acc15976,Acc15976.1
Acc15977,Acc15977.1
Acc15978,Acc15978.1
Acc15979,Acc15979.1
Acc15980,Acc15980.1
Acc15981,Acc15981.2
Acc15982,Acc15982.1
Acc15983,Acc15983.1
Acc15984,Acc15984.1
Acc15985,Acc15985.1
Acc15986,Acc15986.1
Acc15986,Acc15986.2
Acc15987,Acc15987.1
Acc15988,Acc15988.1
Acc15989,Acc15989.1
Acc15990,Acc15990.1
Acc15991,Acc15991.1
Acc15992,Acc15992.1
Acc15993,Acc15993.1
Acc15994,Acc15994.1
Acc15995,Acc15995.1
Acc15996,Acc15996.1
Acc15997,Acc15997.1
Acc15998,Acc15998.1
Acc15999,Acc15999.1
Acc16000,Acc16000.1
Acc16001,Acc16001.1
Acc16002,Acc16002.1
Acc16003,Acc16003.1
Acc16004,Acc16004.1
Acc16005,Acc16005.1
Acc16006,Acc16006.1
Acc16007,Acc16007.1
Acc16008,Acc16008.1
Acc16009,Acc16009.1
Acc16010,Acc16010.1
Acc16011,Acc16011.1
Acc16012,Acc16012.1
Acc16013,Acc16013.1
Acc16014,Acc16014.1
Acc16015,Acc16015.1
Acc16016,Acc16016.1
Acc16017,Acc16017.1
Acc16018,Acc16018.1
Acc16019,Acc16019.1
Acc16020,Acc16020.1
Acc16021,Acc16021.1
Acc16021,Acc16021.2
Acc16022,Acc16022.1
Acc16023,Acc16023.1
Acc16024,Acc16024.1
Acc16025,Acc16025.1
Acc16026,Acc16026.1
Acc16027,Acc16027.1
Acc16028,Acc16028.1
Acc16029,Acc16029.1
Acc16030,Acc16030.1
Acc16031,Acc16031.1
Acc16032,Acc16032.1
Acc16033,Acc16033.1
Acc16034,Acc16034.1
Acc16035,Acc16035.1
Acc16036,Acc16036.1
Acc16037,Acc16037.1
Acc16038,Acc16038.1
Acc16039,Acc16039.1
Acc16040,Acc16040.1
Acc16041,Acc16041.1
Acc16042,Acc16042.1
Acc16043,Acc16043.1
Acc16044,Acc16044.1
Acc16046,Acc16046.1
Acc16048,Acc16048.1
Acc16049,Acc16049.1
Acc16050,Acc16050.1
Acc16051,Acc16051.1
Acc16052,Acc16052.1
Acc16053,Acc16053.1
Acc16054,Acc16054.1
Acc16055,Acc16055.1
Acc16056,Acc16056.1
Acc16057,Acc16057.1
Acc16058,Acc16058.1
Acc16059,Acc16059.1
Acc16060,Acc16060.1
Acc16061,Acc16061.1
Acc16062,Acc16062.1
Acc16063,Acc16063.1
Acc16065,Acc16065.1
Acc16066,Acc16066.1
Acc16067,Acc16067.1
Acc16068,Acc16068.1
Acc16069,Acc16069.1
Acc16070,Acc16070.1
Acc16071,Acc16071.1
Acc16072,Acc16072.1
Acc16073,Acc16073.1
Acc16074,Acc16074.1
Acc16075,Acc16075.1
Acc16076,Acc16076.1
Acc16077,Acc16077.1
Acc16078,Acc16078.1
Acc16079,Acc16079.1
Acc16080,Acc16080.1
Acc16081,Acc16081.1
Acc16082,Acc16082.1
Acc16083,Acc16083.1
Acc16084,Acc16084.1
Acc16085,Acc16085.1
Acc16086,Acc16086.1
Acc16087,Acc16087.1
Acc16088,Acc16088.1
Acc16089,Acc16089.1
Acc16091,Acc16091.1
Acc16092,Acc16092.1
Acc16093,Acc16093.1
Acc16094,Acc16094.1
Acc16095,Acc16095.1
Acc16096,Acc16096.1
Acc16097,Acc16097.1
Acc16098,Acc16098.1
Acc16099,Acc16099.1
Acc16100,Acc16100.1
Acc16101,Acc16101.1
Acc16102,Acc16102.1
Acc16103,Acc16103.1
Acc16105,Acc16105.1
Acc16106,Acc16106.1
Acc16107,Acc16107.1
Acc16108,Acc16108.1
Acc16109,Acc16109.1
Acc16110,Acc16110.2
Acc16111,Acc16111.1
Acc16112,Acc16112.1
Acc16113,Acc16113.1
Acc16114,Acc16114.1
Acc16115,Acc16115.1
Acc16116,Acc16116.1
Acc16117,Acc16117.1
Acc16118,Acc16118.1
Acc16119,Acc16119.1
Acc16120,Acc16120.1
Acc16121,Acc16121.1
Acc16122,Acc16122.1
Acc16123,Acc16123.1
Acc16125,Acc16125.1
Acc16127,Acc16127.1
Acc16128,Acc16128.1
Acc16129,Acc16129.1
Acc16130,Acc16130.1
Acc16131,Acc16131.1
Acc16132,Acc16132.1
Acc16133,Acc16133.1
Acc16134,Acc16134.1
Acc16135,Acc16135.1
Acc16136,Acc16136.1
Acc16137,Acc16137.1
Acc16138,Acc16138.1
Acc16139,Acc16139.1
Acc16140,Acc16140.1
Acc16141,Acc16141.1
Acc16142,Acc16142.1
Acc16143,Acc16143.1
Acc16144,Acc16144.1
Acc16145,Acc16145.1
Acc16146,Acc16146.1
Acc16147,Acc16147.1
Acc16148,Acc16148.1
Acc16149,Acc16149.1
Acc16150,Acc16150.1
Acc16151,Acc16151.1
Acc16152,Acc16152.1
Acc16153,Acc16153.1
Acc16154,Acc16154.1
Acc16155,Acc16155.1
Acc16156,Acc16156.1
Acc16157,Acc16157.1
Acc16158,Acc16158.1
Acc16159,Acc16159.1
Acc16160,Acc16160.1
Acc16160,Acc16160.2
Acc16161,Acc16161.1
Acc16162,Acc16162.1
Acc16163,Acc16163.1
Acc16164,Acc16164.1
Acc16164,Acc16164.2
Acc16165,Acc16165.1
Acc16166,Acc16166.1
Acc16168,Acc16168.1
Acc16169,Acc16169.1
Acc16170,Acc16170.1
Acc16171,Acc16171.1
Acc16172,Acc16172.1
Acc16173,Acc16173.1
Acc16174,Acc16174.1
Acc16175,Acc16175.1
Acc16176,Acc16176.1
Acc16177,Acc16177.1
Acc16178,Acc16178.1
Acc16179,Acc16179.1
Acc16180,Acc16180.1
Acc16181,Acc16181.1
Acc16182,Acc16182.1
Acc16183,Acc16183.1
Acc16184,Acc16184.1
Acc16185,Acc16185.1
Acc16186,Acc16186.1
Acc16187,Acc16187.1
Acc16188,Acc16188.1
Acc16189,Acc16189.1
Acc16190,Acc16190.1
Acc16191,Acc16191.1
Acc16192,Acc16192.1
Acc16193,Acc16193.2
Acc16194,Acc16194.1
Acc16194,Acc16194.2
Acc16195,Acc16195.1
Acc16196,Acc16196.1
Acc16197,Acc16197.1
Acc16198,Acc16198.1
Acc16199,Acc16199.1
Acc16200,Acc16200.1
Acc16201,Acc16201.1
Acc16202,Acc16202.1
Acc16203,Acc16203.1
Acc16204,Acc16204.1
Acc16205,Acc16205.1
Acc16206,Acc16206.1
Acc16207,Acc16207.1
Acc16208,Acc16208.1
Acc16209,Acc16209.1
Acc16210,Acc16210.1
Acc16211,Acc16211.1
Acc16212,Acc16212.1
Acc16213,Acc16213.1
Acc16214,Acc16214.1
Acc16215,Acc16215.1
Acc16216,Acc16216.1
Acc16217,Acc16217.1
Acc16218,Acc16218.1
Acc16219,Acc16219.1
Acc16220,Acc16220.1
Acc16221,Acc16221.1
Acc16222,Acc16222.1
Acc16223,Acc16223.1
Acc16224,Acc16224.1
Acc16225,Acc16225.1
Acc16226,Acc16226.1
Acc16226,Acc16226.2
Acc16227,Acc16227.1
Acc16228,Acc16228.1
Acc16229,Acc16229.1
Acc16230,Acc16230.1
Acc16232,Acc16232.1
Acc16233,Acc16233.1
Acc16234,Acc16234.1
Acc16235,Acc16235.1
Acc16236,Acc16236.1
Acc16237,Acc16237.1
Acc16238,Acc16238.1
Acc16239,Acc16239.1
Acc16239,Acc16239.2
Acc16240,Acc16240.1
Acc16241,Acc16241.1
Acc16242,Acc16242.1
Acc16243,Acc16243.1
Acc16244,Acc16244.1
Acc16245,Acc16245.1
Acc16246,Acc16246.1
Acc16247,Acc16247.1
Acc16248,Acc16248.1
Acc16249,Acc16249.1
Acc16250,Acc16250.1
Acc16251,Acc16251.1
Acc16252,Acc16252.1
Acc16253,Acc16253.1
Acc16254,Acc16254.1
Acc16255,Acc16255.1
Acc16256,Acc16256.1
Acc16257,Acc16257.1
Acc16258,Acc16258.1
Acc16259,Acc16259.1
Acc16260,Acc16260.1
Acc16261,Acc16261.1
Acc16262,Acc16262.1
Acc16263,Acc16263.1
Acc16264,Acc16264.1
Acc16265,Acc16265.1
Acc16266,Acc16266.1
Acc16267,Acc16267.1
Acc16268,Acc16268.1
Acc16269,Acc16269.1
Acc16270,Acc16270.1
Acc16271,Acc16271.1
Acc16272,Acc16272.1
Acc16273,Acc16273.1
Acc16274,Acc16274.1
Acc16275,Acc16275.1
Acc16276,Acc16276.1
Acc16277,Acc16277.1
Acc16278,Acc16278.1
Acc16279,Acc16279.1
Acc16280,Acc16280.1
Acc16281,Acc16281.1
Acc16282,Acc16282.1
Acc16283,Acc16283.1
Acc16284,Acc16284.1
Acc16285,Acc16285.1
Acc16286,Acc16286.1
Acc16287,Acc16287.1
Acc16288,Acc16288.1
Acc16289,Acc16289.1
Acc16290,Acc16290.1
Acc16291,Acc16291.1
Acc16292,Acc16292.1
Acc16293,Acc16293.1
Acc16294,Acc16294.1
Acc16295,Acc16295.1
Acc16295,Acc16295.2
Acc16296,Acc16296.1
Acc16297,Acc16297.1
Acc16298,Acc16298.1
Acc16299,Acc16299.1
Acc16300,Acc16300.1
Acc16301,Acc16301.1
Acc16302,Acc16302.1
Acc16304,Acc16304.1
Acc16305,Acc16305.1
Acc16306,Acc16306.1
Acc16307,Acc16307.1
Acc16308,Acc16308.1
Acc16309,Acc16309.1
Acc16310,Acc16310.1
Acc16311,Acc16311.1
Acc16312,Acc16312.1
Acc16313,Acc16313.1
Acc16314,Acc16314.1
Acc16315,Acc16315.1
Acc16316,Acc16316.1
Acc16317,Acc16317.1
Acc16318,Acc16318.1
Acc16319,Acc16319.1
Acc16320,Acc16320.1
