Column name,Concentration (fmol)
Cucsa.000200,-0.09785565501400843
Cucsa.000210,0.03833090237751874
Cucsa.000220,-0.10443087582478006
Cucsa.000230,-0.10443087582478006
Cucsa.000240,-0.10443087582478006
Cucsa.000250,1.7025099367783005
Cucsa.000260,-0.10443087582478006
Cucsa.000270,-0.10443087582478006
Cucsa.000280,-0.10443087582478006
Cucsa.000290,0.30141941994988447
Cucsa.000490,0.08504570466587794
Cucsa.000690,-0.10443087582478006
Cucsa.000890,-0.10443087582478006
Cucsa.001090,0.2677993612729001
Cucsa.001290,0.3837398823421873
Cucsa.001300,0.0448542054629916
Cucsa.001310,2.446842588391731
Cucsa.001320,1.3515064071692033
Cucsa.001330,0.4054506838644627
Cucsa.001340,-0.10302930393354735
Cucsa.001350,-0.10443087582478006
Cucsa.001360,1.866528066429672
Cucsa.001370,0.09765852994708249
Cucsa.001380,-0.10443087582478006
Cucsa.001390,0.04396923805533179
Cucsa.001400,0.4507297937911021
Cucsa.001410,0.8074363862577979
Cucsa.001610,-0.09787267989406974
gCucsa.001820.2,0.8699361895627471
Cucsa.001820,-0.10105448311754098
Cucsa.001830,-0.10443087582478006
Cucsa.001840,-0.10443087582478006
Cucsa.002040,0.4663051113807388
Cucsa.002240,-0.10443087582478006
Cucsa.002250,-0.10443087582478006
Cucsa.002260,3.5753636875868
Cucsa.002270,0.04934213790343486
Cucsa.002280,0.16735284087410707
Cucsa.002290,0.4788480421862923
Cucsa.002300,1.5472109389921935
Cucsa.002310,-0.10443087582478006
Cucsa.002320,0.904608744818602
Cucsa.002330,-0.10443087582478006
Cucsa.002530,0.16921279542265816
Cucsa.002540,0.06342329109919248
Cucsa.002550,0.49686286735020957
Cucsa.002560,0.054521400138061116
Cucsa.002570,-0.09990813212798137
Cucsa.002580,-0.0995988558722989
Cucsa.002590,-0.029189336804935184
Cucsa.002600,-0.09739212137860112
Cucsa.002610,-0.10443087582478006
Cucsa.002620,-0.08620046563810554
Cucsa.002630,0.37475150716604805
Cucsa.002640,1.937526711618263
Cucsa.002650,0.12951654073401542
Cucsa.002660,0.227777294981806
Cucsa.002670,-0.08567438052643463
Cucsa.002680,-0.06618880697779589
Cucsa.002880,0.28553950386713806
Cucsa.002890,-0.10443087582478006
Cucsa.002900,0.5086823767346277
Cucsa.002920,-0.10443087582478006
Cucsa.002930,0.4745428688417148
Cucsa.002940,0.7492444759268289
Cucsa.002950,-0.0030498907631968525
Cucsa.002960,0.7340662242299958
Cucsa.002970,-0.014405975297383591
Cucsa.002980,-0.0820572734207568
Cucsa.002990,5.071975747928541
Cucsa.003190,-0.0645665480390464
Cucsa.003200,1.0916131821821462
Cucsa.003210,0.15527170314114308
Cucsa.003220,8.67703489535213
Cucsa.003230,1.1222933214747415
Cucsa.003430,0.5956316483704368
Cucsa.003830,-0.032764289654870146
