Column name,Concentration (fmol)
Ach00g005471,4.494104725141625
Ach00g005481,3.873114087497172
Ach00g005491,3.0137633412978815
Ach00g005511,3.1744120904851405
Ach00g005531,8.608147783365604
Ach00g005541,11.650190284039292
Ach00g006921,3.9746117848622435
Ach00g006941,27.361296797684037
Ach00g006951,3.255706501135587
Ach00g006961,3.318894232340918
Ach00g006981,156.5212073684974
Ach00g007061,8.142948309460737
Ach00g007081,3.045373472539579
Ach00g007091,3.0161125718048263
Ach00g007101,4.550419992017282
Ach00g007121,3.2323286497030304
Ach00g007131,13.325849547643644
Ach00g007141,3.0137633412978815
Ach00g007151,3.2688950013174
Ach00g007171,3.0137633412978815
Ach00g007181,3.0137633412978815
Ach00g008161,3.0988058263643783
Ach00g008171,38.02670626948526
Ach00g008181,3.0152436945787033
Ach00g008191,3.848514070539927
Ach00g008201,3.0137633412978815
Ach00g008211,3.7192710444043584
Ach00g008221,3.4871672973522068
Ach00g008231,5.111991619856488
Ach00g008261,3.0137633412978815
Ach00g008271,12.309993968273606
Ach00g008281,9.95559400168963
Ach00g008291,8.565003762408054
Ach00g008301,3.100062520206948
Ach00g008321,3.1970699293381597
Ach00g008331,3.267930430791488
Ach00g008351,3.7666871482864166
Ach00g008361,3.0137633412978815
Ach00g008371,3.0158744769757697
Ach00g008381,3.0137633412978815
Ach00g008391,5.08795738607553
Ach00g008401,3.146425769925369
Ach00g008411,6.615904330778005
Ach00g008421,9.32584169539375
Ach00g008431,3.6788036122296455
Ach00g008441,3.0137633412978815
Ach00g008451,3.0137633412978815
Ach00g008461,18.62943259404543
Ach00g008471,7.86585507640454
Ach00g008481,3.762828152914509
Ach00g008491,3.043936648392229
Ach00g008521,6.935467595602387
Ach00g008531,3.0137633412978815
Ach00g008541,3.3590298895760875
Ach00g008551,3.8927006016573142
Ach00g008561,3.0171694867206726
Ach00g008571,3.0137633412978815
Ach00g008581,3.3617465303998455
Ach00g008591,3.7940572659217118
Ach00g008601,3.0137633412978815
Ach00g008611,3.0137633412978815
Ach00g008641,3.023041314945563
Ach00g008651,3.0408473105603986
Ach00g008661,3.0190794603779674
Ach00g008681,3.0137633412978815
Ach00g008691,3.2694005879609858
Ach00g008711,10.204721068252812
Ach00g008721,9.324672467209234
Ach00g008731,4.807359376341516
Ach00g008741,3.0137633412978815
Ach00g008751,3.0137633412978815
Ach00g008761,3.0716212779121923
Ach00g008771,3.0137633412978815
Ach00g008781,3.0137633412978815
Ach00g008791,3.0279382309320515
Ach00g008801,3.0137633412978815
Ach00g008811,3.0137633412978815
Ach00g009511,3.3309506743057664
Ach00g009521,5.57487297291966
Ach00g009541,3.0137633412978815
Ach00g009551,3.024816459762226
Ach00g009561,4.741601501990596
Ach00g009581,3.681462745854497
Ach00g009591,9.523359068371688
Ach00g009601,3.318814958373313
Ach00g010401,3.0137633412978815
Ach00g010411,3.0137633412978815
Ach00g010421,3.1653029810808873
Ach00g010431,3.0163475983914623
Ach00g010521,8.847139434202168
Ach00g010531,3.4706297927247243
Ach00g010541,4.842154884964412
Ach00g010551,3.660633706186157
Ach00g010571,3.0137633412978815
Ach00g010671,3.071074807104454
Ach00g010721,3.2063714179531835
Ach00g010731,4.365993452266242
Ach00g010741,3.0137633412978815
Ach00g010751,6.962771879992854
Ach00g011011,5.424758982858373
Ach00g011031,3.032682025843468
Ach00g011041,5.136647007674333
Ach00g011051,3.511846665463413
Ach00g011061,4.302831306911495
Ach00g011081,3.153943667945389
Ach00g011091,3.6722910754307225
Ach00g011101,3.596489238970921
Ach00g011111,3.0137633412978815
Ach00g011121,4.341599387149185
Ach00g011131,3.0373596364501347
Ach00g011171,3.0695194048034438
Ach00g012031,3.3910274986785347
Ach00g012041,3.0187136826616086
