"","V1","V2","V3","V4"
"start_prot",2.54724177667627,2.54723885055025,2.54712789111817,2.54723950984221
"ks",0.044722747980619,0.0447193204095133,0.0447196315717111,0.0447209477616281
"kd",0.028801733503877,0.0287996046879915,0.0287990718240986,0.0287994759849366
