"","V1","V2","V3","V4"
"start_prot",3.52554252538504,3.52554252493899,3.52554256375496,3.52554256669144
"ks",0.00446459272488582,0.004464593388933,0.00446453688848031,0.00446453271156797
"kd",-0.0106875738207446,-0.0106875730322521,-0.0106876401096465,-0.0106876450677608
