"","V1","V2","V3","V4"
"start_prot",4.29709326466792,4.29709326761303,4.29709324599004,4.29709326851286
"ks",0.00372670445623864,0.00372670855841896,0.00372669855843554,0.00372670965361014
"kd",0.0049038070085206,0.00490381226827761,0.00490379882078096,0.00490381366355681
