"","V1","V2","V3","V4"
"start_prot",1.63174083306514,1.63177041178301,1.63174083311434,1.63174165078119
"ks",0.698735448801567,0.695658392264663,0.698735437436998,0.700451610060203
"kd",0.483409759019301,0.481195936572807,0.483409750844663,0.484640687620156
