"","V1","V2","V3","V4"
"start_prot",3.72798940546441,3.72798925296638,3.72798927645404,3.72798940530781
"ks",-0.00563616379416413,-0.00563618711233964,-0.00563618352221773,-0.00563616381671877
"kd",-0.0184683349824841,-0.0184683681141922,-0.0184683630130543,-0.0184683350146438
