"","V1","V2","V3","V4"
"start_prot",2.95235703570664,2.95235558646963,2.95235765513479,2.95235703385291
"ks",-0.0139446535315842,-0.0139446363674864,-0.0139446619223773,-0.013944653505813
"kd",-0.0375110155954402,-0.0375110138971262,-0.0375110170895174,-0.0375110155903994
