"","V1","V2","V3","V4"
"start_prot",1.89585560001322,1.89586345399273,1.89585940886323,1.89580851974442
"ks",13.6765885795897,15.2485536525734,14.6563321787099,66.7720259668741
"kd",18.8162947734817,20.9806629539186,20.1652604051112,91.9186684202685
