Column name,Concentration (fmol)
Cucsa.000200,-0.22168817601784568
Cucsa.000210,-0.21200051882755663
Cucsa.000230,-0.22168817601784568
Cucsa.000250,-0.14115819473663638
Cucsa.000290,-0.21888525215082516
Cucsa.001310,-0.1930379512121758
Cucsa.001320,-0.19597864698714723
Cucsa.001330,-0.19748935552102606
Cucsa.001340,-0.21049363130769125
Cucsa.001360,-0.15162326090783645
Cucsa.001370,-0.2122190153786136
Cucsa.001400,-0.22072529131322344
Cucsa.001410,-0.20303485415548356
Cucsa.002240,-0.22096902961463272
Cucsa.002260,-0.19047939844946918
Cucsa.002280,-0.1736875795095373
Cucsa.002290,-0.19865643680862055
Cucsa.002310,-0.2214051706446375
Cucsa.002320,-0.13880965856913438
Cucsa.002330,-0.22168817601784568
Cucsa.002530,-0.19869544630972244
Cucsa.002540,-0.21666258171993777
Cucsa.002590,-0.20116684730271567
Cucsa.002600,-0.21241724256222924
Cucsa.002610,-0.22168817601784568
Cucsa.002620,-0.20103834015383387
Cucsa.002630,-0.09010672824930349
Cucsa.002640,-0.19053461754126022
Cucsa.002650,-0.20228552770290634
Cucsa.002660,-0.17038073339989157
Cucsa.002670,-0.21947690792695096
Cucsa.002680,-0.20780216198943063
Cucsa.002880,-0.18557167699869476
Cucsa.002900,-0.20166068811859122
Cucsa.002920,-0.2216106732391697
Cucsa.002930,-0.2088852748411938
Cucsa.002940,-0.20424268417272545
Cucsa.002950,-0.2185798286562825
Cucsa.002960,-0.14611727737151847
Cucsa.002980,-0.21756766149132808
Cucsa.003190,-0.17226740415478015
Cucsa.003210,-0.20477388643017472
Cucsa.003220,0.5888318514389471
Cucsa.003230,-0.19264131427552064
Cucsa.003430,-0.19926396055373288
Cucsa.003830,-0.22051011453260033
Cucsa.003840,-0.15681641873263694
Cucsa.003850,-0.16650902021162833
Cucsa.003860,-0.21237032311115175
Cucsa.003880,-0.213372867518989
Cucsa.003910,-0.19575188028060295
Cucsa.003950,-0.13500812798254022
Cucsa.003960,-0.0535141514723088
Cucsa.003970,-0.03157235318881235
Cucsa.004190,-0.10418508347628176
Cucsa.004200,-0.20648678018835104
Cucsa.004230,0.06525932565099514
Cucsa.004430,-0.160476442764815
Cucsa.004450,-0.21924053196866766
Cucsa.004460,-0.2063540104289624
Cucsa.004470,-0.18900482090236426
Cucsa.004500,-0.21230667358522234
Cucsa.004510,-0.21742402119883272
Cucsa.004520,-0.18809381107232429
Cucsa.004530,-0.18108207032004062
Cucsa.004580,-0.22168817601784568
Cucsa.004590,-0.22168817601784568
Cucsa.004610,-0.1928241386719703
Cucsa.004650,-0.1622685292217685
Cucsa.004660,-0.11606915115138491
Cucsa.004670,-0.18889646345345987
Cucsa.004700,-0.21388391857915845
Cucsa.004920,-0.13753107659003144
Cucsa.004950,-0.15574493678139975
Cucsa.004960,-0.2206027824125896
Cucsa.005000,-0.2088024617676061
Cucsa.005010,-0.21597976566722638
Cucsa.005020,-0.18736896337257147
Cucsa.005030,-0.17030383375568003
Cucsa.005040,-0.1427265666018164
Cucsa.005050,-0.21266217542968335
Cucsa.005080,-0.17464617253839823
Cucsa.005090,-0.21683213583981975
Cucsa.005100,-0.2184258620418118
Cucsa.005110,-0.2195669810032704
Cucsa.005120,-0.19402416040845605
Cucsa.005130,0.05393766282234662
Cucsa.005150,-0.19532730250209784
Cucsa.005160,-0.19924447994439817
Cucsa.005170,-0.21839716470477083
Cucsa.005190,-0.2040458368886106
Cucsa.005210,-0.22168817601784568
Cucsa.005220,-0.14382241760733366
Cucsa.005230,-0.20450827533885554
Cucsa.005240,-0.21796866598814466
Cucsa.005250,-0.21822999370608767
Cucsa.005260,-0.21478064681157993
Cucsa.005270,-0.17845657986738286
Cucsa.005280,0.7295714311701591
Cucsa.005290,-0.20378099580340064
Cucsa.005300,-0.19646927386844606
Cucsa.005310,-0.21015058211172305
Cucsa.005320,-0.19594543934081105
Cucsa.005330,-0.07459343800362415
Cucsa.005350,-0.20944892756168826
Cucsa.005360,-0.20679156923018932
Cucsa.005370,-0.15565758753264025
Cucsa.005380,-0.20148599943517262
