,Read	HTSeq,HTSeq,HTSeq,HTSeq
,Actinidia17590.t1	520,620,482,231
,Actinidia17591.t1	107,156,107,42
,Actinidia17592.t1	63,111,112,5
,Actinidia17593.t1	6331,7652,5632,4730
,Actinidia17594.t1	23002,27307,20134,2290
,Actinidia17595.t1	1270,1799,1145,722
,Actinidia17596.t1	308,340,230,129
,Actinidia17597.t1	3552,4564,3121,2148
,Actinidia17598.t1	2509,2950,1618,164
,Actinidia17599.t1	12,17,10,0
,Actinidia17600.t2	908,1160,764,654
,Actinidia17601.t1	820,1245,850,1137
,Actinidia17602.t2	3416,4403,3022,1899
,Actinidia17603.t1	120,160,109,138
,Actinidia17604.t1	1565,1960,1331,1118
,Actinidia17605.t1	0,0,0,0
,Actinidia17606.t1	561,911,579,9263
,Actinidia17607.t1	1,0,0,2
,Actinidia17608.t1	394,506,494,312
,Actinidia17609.t1	1389,1590,1004,2243
,Actinidia17610.t2	943,1397,903,633
,Actinidia17611.t1	968,1206,837,774
,Actinidia17612.t1	419,730,500,446
,Actinidia17613.t1	2378,2962,1832,1891
,Actinidia17614.t1	12,8,4,6
,Actinidia17615.t1	860,1252,780,807
,Actinidia17616.t2	1187,1650,732,686
,Actinidia17617.t1	205,299,154,2208
,Actinidia17618.t1	3377,4322,2891,2566
,Actinidia17619.t1	1574,1962,1513,1212
,Actinidia17620.t1	8,3,4,4
,Actinidia17621.t1	120,132,67,532
,Actinidia17622.t1	35,19,17,12
,Actinidia17623.t1	13,42,31,24
,Actinidia17624.t1	408,486,342,292
,Actinidia17625.t1	0,0,0,0
,Actinidia17626.t1	0,0,0,0
,Actinidia17627.t1	279,304,223,125
,Actinidia17628.t1	5640,7261,5219,4934
,Actinidia17629.t1	2038,2816,1675,2063
,Actinidia17630.t1	1,4,0,0
,Actinidia17631.t1	752,1057,730,820
,Actinidia17632.t1	165,172,112,77
,Actinidia17633.t1	2893,4117,2686,2299
,Actinidia17634.t1	102,175,78,25
,Actinidia17635.t1	2833,3602,2477,1906
,Actinidia17636.t1	4208,5866,3687,2831
,Actinidia17637.t1	94,151,96,215
,Actinidia17638.t1	4134,5500,3555,2586
,Actinidia17639.t1	573,866,766,955
,Actinidia17640.t1	43,78,69,96
,Actinidia17641.t1	0,0,0,1
,Actinidia17642.t1	217,513,277,141
,Actinidia17643.t1	2016,2739,1747,1766
,Actinidia17644.t1	112,168,56,27
,Actinidia17645.t1	6,8,5,4
,Actinidia17646.t1	539,829,426,25
,Actinidia17647.t1	1664,2144,1509,985
,Actinidia17648.t2	3640,5789,3508,2939
,Actinidia17649.t1	7224,9142,6201,9192
,Actinidia17650.t2	4101,5223,3611,2448
,Actinidia17651.t1	1674,2304,1416,849
,Actinidia17652.t1	1779,2403,1759,1333
,Actinidia17653.t1	1478,2002,1359,1008
,Actinidia17654.t1	0,0,0,0
,Actinidia17655.t1	543,662,430,271
,Actinidia17656.t1	762,1266,836,447
,Actinidia17657.t1	4881,6034,4241,3387
,Actinidia17658.t1	371,667,337,287
,Actinidia17659.t1	1202,2136,1095,880
,Actinidia17660.t1	56,92,70,60
,Actinidia17661.t1	123,157,98,82
,Actinidia17662.t1	25,39,19,19
,Actinidia17663.t1	1230,1646,1154,980
,Actinidia17664.t1	58,86,34,32
,Actinidia17665.t1	1133,1498,1017,1021
,Actinidia17666.t1	94,154,92,132
,Actinidia17667.t1	93,88,97,103
,Actinidia17668.t1	0,0,0,0
,Actinidia17669.t1	1346,1780,1086,965
,Actinidia17670.t1	1299,1337,1100,1203
,Actinidia17671.t1	5131,6501,4464,3599
,Actinidia17672.t1	1118,1599,1011,1128
,Actinidia17673.t2	765,926,661,591
,Actinidia17674.t2	93,154,73,59
,Actinidia17675.t1	146,187,179,144
,Actinidia17676.t1	132,155,74,49
,Actinidia17677.t1	244,244,293,280
,Actinidia17678.t2	1274,1760,1289,1031
,Actinidia17679.t2	6,12,14,8
,Actinidia17680.t1	10001,12675,7991,5690
,Actinidia17681.t1	0,0,0,0
,Actinidia17682.t1	2161,3477,2343,947
,Actinidia17683.t1	26,30,28,30
,Actinidia17684.t1	431,632,434,280
,Actinidia17685.t1	36,72,52,96
,Actinidia17686.t1	17,23,6,9
,Actinidia17687.t1	183,185,150,105
,Actinidia17688.t1	0,0,0,0
,Actinidia17689.t1	166,183,146,114
,Actinidia17690.t1	145,216,131,105
,Actinidia17691.t1	85,65,60,56
,Actinidia17692.t1	4165,5869,3454,3024
,Actinidia17693.t1	2,1,1,5
,Actinidia17694.t1	3,1,4,0
,Actinidia17695.t1	1655,2403,1599,923
,Actinidia17696.t1	192,168,170,80
,Actinidia17697.t1	41,79,62,329
,Actinidia17698.t1	0,0,0,0
,Actinidia17699.t1	1631,2446,1533,1772
,Actinidia17700.t1	5186,7097,4366,3907
,Actinidia17701.t3	4679,6197,4260,2747
,Actinidia17702.t1	6485,7608,5037,2423
,Actinidia17703.t1	14283,16014,11067,1677
,Actinidia17704.t1	0,0,0,0
,Actinidia17705.t1	0,0,0,0
,Actinidia17706.t1	331,367,256,233
,Actinidia17707.t1	164,250,158,172
,Actinidia17708.t1	87,187,116,62
,Actinidia17709.t1	16,25,6,10
,Actinidia17710.t1	221,386,202,235
,Actinidia17711.t1	291,561,303,310
,Actinidia17712.t1	176,224,126,184
,Actinidia17713.t1	142,160,116,98
,Actinidia17714.t1	70,90,40,55
,Actinidia17715.t1	125,172,98,117
,Actinidia17716.t1	1593,1955,1293,1204
,Actinidia17717.t1	1357,1631,1028,906
,Actinidia17718.t1	3178,4485,2876,2376
,Actinidia17719.t1	438,660,436,151
,Actinidia17720.t1	2200,2811,2220,1518
,Actinidia17721.t1	175,235,133,84
,Actinidia17722.t1	3618,5435,3358,3670
,Actinidia17723.t1	838,1171,699,455
,Actinidia17724.t1	206,323,193,218
,Actinidia17725.t1	1560,2026,1342,984
,Actinidia17726.t1	3620,4924,3179,2612
,Actinidia17727.t1	14,14,20,90
,Actinidia17728.t1	9,15,3,2
,Actinidia17729.t1	2367,3338,1900,1790
,Actinidia17730.t1	410,674,380,412
,Actinidia17731.t1	179,256,158,318
,Actinidia17732.t1	358,460,302,1128
,Actinidia17733.t1	834,954,651,1200
,Actinidia17734.t1	4383,5446,3287,2712
,Actinidia17735.t1	1303,1866,1244,521
,Actinidia17736.t1	16,41,22,0
,Actinidia17737.t1	575,807,553,274
,Actinidia17738.t1	2433,2820,2066,1447
,Actinidia17739.t1	11754,15717,11422,13259
,Actinidia17740.t1	2732,3794,2725,1754
,Actinidia17741.t1	551,583,456,396
,Actinidia17742.t1	1923,2155,1696,1174
,Actinidia17743.t1	225,246,175,51
,Actinidia17744.t1	574,671,417,210
,Actinidia17745.t1	0,0,0,0
,Actinidia17746.t1	214,379,265,187
,Actinidia17747.t1	952,1271,865,593
,Actinidia17748.t1	622,658,433,420
,Actinidia17749.t1	480,549,317,96
,Actinidia17750.t1	488,833,468,60
,Actinidia17751.t1	289,361,294,107
,Actinidia17752.t1	25,81,60,44
,Actinidia17753.t1	87,126,82,110
,Actinidia17754.t1	215,241,198,149
,Actinidia17755.t1	614,860,569,353
,Actinidia17756.t1	300,305,213,250
,Actinidia17757.t1	65,70,54,601
,Actinidia17758.t1	751,930,727,737
,Actinidia17759.t1	2588,3317,2416,2177
,Actinidia17760.t2	3778,4360,2823,1791
,Actinidia17761.t1	139,212,161,101
,Actinidia17762.t1	101,112,82,59
,Actinidia17763.t1	19,12,4,62
,Actinidia17764.t1	215,337,280,131
,Actinidia17765.t1	722,1095,759,569
,Actinidia17766.t1	527,826,567,442
,Actinidia17767.t1	40,46,24,61
,Actinidia17768.t1	1642,1900,1295,875
,Actinidia17769.t1	722,883,603,456
,Actinidia17770.t1	547,725,500,289
,Actinidia17771.t1	172,216,112,74
,Actinidia17772.t1	31,53,26,14
,Actinidia17773.t1	80,107,52,11
,Actinidia17774.t1	701,808,561,1217
,Actinidia17775.t1	13,18,21,3
,Actinidia17776.t3	2013,2734,1819,1511
,Actinidia17777.t3	3436,4413,3281,1060
,Actinidia17778.t1	4615,7161,4532,7
,Actinidia17779.t1	817,1375,788,370
,Actinidia17780.t1	0,0,0,0
,Actinidia17781.t1	30127,41082,22961,24090
,Actinidia17782.t1	1172,1901,861,148
,Actinidia17783.t1	666,1013,481,163
,Actinidia17784.t1	305,520,313,261
,Actinidia17785.t1	1130,1705,1000,509
,Actinidia17786.t1	0,0,0,0
,Actinidia17787.t1	0,0,0,0
,Actinidia17788.t1	1945,2541,1928,849
,Actinidia17789.t1	10,10,20,1
,Actinidia17790.t1	2929,5576,2602,1632
,Actinidia17791.t2	1144,1444,1032,913
,Actinidia17792.t1	1,1,2,0
,Actinidia17793.t1	8,7,7,2
,Actinidia17794.t1	0,0,1,0
,Actinidia17795.t1	2046,2908,2105,43
,Actinidia17796.t1	2092,2894,1770,2701
,Actinidia17797.t1	0,0,0,0
,Actinidia17798.t2	4592,6005,3982,3678
,Actinidia17799.t1	4728,6634,4452,2955
,Actinidia17800.t1	561,620,492,295
,Actinidia17801.t1	37,74,44,46
,Actinidia17802.t1	2009,3135,2045,1046
,Actinidia17803.t1	0,0,0,0
,Actinidia17804.t1	2,4,3,7
,Actinidia17805.t1	1,0,2,2
,Actinidia17806.t1	7061,9282,6552,5620
,Actinidia17807.t1	148150,185121,127232,71548
,Actinidia17808.t1	13,10,9,29
,Actinidia17809.t1	10,15,7,14
,Actinidia17810.t1	4662,5875,4259,3542
,Actinidia17811.t1	13,18,21,21
,Actinidia17812.t1	8,17,16,89
,Actinidia17813.t1	11,10,1,47
,Actinidia17814.t1	19,16,16,8
,Actinidia17815.t1	4931,9744,6211,4327
,Actinidia17816.t1	2332,2778,2092,1398
,Actinidia17817.t1	1286,2008,1123,1083
,Actinidia17818.t1	5852,8937,6365,6047
,Actinidia17819.t1	1973,2494,1738,1301
,Actinidia17820.t1	190,271,137,104
,Actinidia17821.t1	74,51,61,39
,Actinidia17822.t2	2164,2930,2135,1224
,Actinidia17823.t3	3035,4521,2891,1270
,Actinidia17824.t1	774,1011,821,415
,Actinidia17825.t1	685,851,588,592
,Actinidia17826.t1	2106,2545,1727,1301
,Actinidia17827.t1	137,216,113,336
,Actinidia17828.t1	3852,4641,3308,3727
,Actinidia17829.t1	318,452,295,201
,Actinidia17830.t1	43,40,48,100
,Actinidia17831.t1	133,137,97,345
,Actinidia17832.t1	265,396,314,871
,Actinidia17833.t1	5,3,1,30
,Actinidia17834.t1	0,0,0,1
,Actinidia17835.t1	76,60,58,131
,Actinidia17836.t1	56,62,37,10
,Actinidia17837.t1	2224,2783,2138,1701
,Actinidia17838.t1	467,566,352,314
,Actinidia17839.t1	1162,1479,1065,680
,Actinidia17840.t1	93,121,90,78
,Actinidia17841.t1	68,83,79,48
,Actinidia17842.t1	0,0,1,0
,Actinidia17843.t1	2404,3125,2116,2305
,Actinidia17844.t1	1,5,0,16
,Actinidia17845.t1	103,118,116,314
,Actinidia17846.t1	256,334,278,542
,Actinidia17847.t1	807,929,682,277
,Actinidia17848.t1	86,116,88,137
,Actinidia17849.t1	0,0,0,0
,Actinidia17850.t1	2343,2924,2073,2253
,Actinidia17851.t1	1,0,0,0
,Actinidia17852.t1	813,1110,718,544
,Actinidia17853.t1	34,68,51,9
,Actinidia17854.t1	0,0,0,0
,Actinidia17855.t1	1137,1745,1076,1071
,Actinidia17856.t1	0,0,0,0
,Actinidia17857.t1	48,84,37,52
,Actinidia17858.t1	96,211,111,100
,Actinidia17859.t1	0,0,0,0
,Actinidia17860.t1	618,1031,754,452
,Actinidia17861.t1	1099,1561,879,707
,Actinidia17862.t1	463,533,444,704
,Actinidia17863.t1	1634,1896,1567,687
,Actinidia17864.t1	11,6,6,17
,Actinidia17865.t1	13,14,7,9
,Actinidia17866.t2	62,94,80,679
,Actinidia17867.t1	595,852,577,517
,Actinidia17868.t1	1756,2125,1468,1210
,Actinidia17869.t1	387,492,363,218
,Actinidia17870.t1	322,432,283,148
,Actinidia17871.t1	5,2,6,4
,Actinidia17872.t1	94,133,105,66
,Actinidia17873.t1	517,685,401,205
,Actinidia17874.t1	577,824,665,372
,Actinidia17875.t1	5241,6848,4654,2371
,Actinidia17876.t1	26446,34134,20492,1671
,Actinidia17877.t2	4869,6083,4039,3531
,Actinidia17878.t1	658,793,592,285
,Actinidia17879.t1	3231,6093,3064,2035
,Actinidia17880.t1	765,1086,828,445
,Actinidia17881.t1	430,605,457,255
,Actinidia17882.t1	484,636,434,497
,Actinidia17883.t1	2342,2886,1960,1509
,Actinidia17884.t1	168,185,118,173
,Actinidia17885.t1	0,0,0,0
,Actinidia17886.t1	0,0,0,0
,Actinidia17887.t1	1,0,0,1
,Actinidia17888.t1	1,2,3,4
,Actinidia17889.t1	220,231,147,108
,Actinidia17890.t1	443,549,469,284
,Actinidia17891.t1	339,532,375,221
,Actinidia17892.t1	22,44,24,14
,Actinidia17893.t1	41,20,21,10
,Actinidia17894.t1	6,19,7,13
,Actinidia17895.t1	368,425,379,251
,Actinidia17896.t1	478,570,373,249
,Actinidia17897.t1	18,35,19,12
,Actinidia17898.t1	3788,5846,3688,2832
,Actinidia17899.t1	11686,15217,9829,8515
,Actinidia17900.t1	118,164,81,474
,Actinidia17901.t1	3,10,5,2
,Actinidia17902.t1	18,35,30,31
,Actinidia17903.t1	0,0,0,0
,Actinidia17904.t1	26,31,9,3
,Actinidia17905.t1	481,596,446,289
,Actinidia17906.t1	7053,8927,6010,3323
,Actinidia17907.t1	2410,3525,2439,1366
,Actinidia17908.t1	393,510,423,252
,Actinidia17909.t1	67,73,91,66
,Actinidia17910.t1	221,308,205,140
,Actinidia17911.t1	156,222,144,159
,Actinidia17912.t1	49,38,51,46
,Actinidia17913.t1	56,48,33,38
,Actinidia17914.t1	70,111,86,98
,Actinidia17915.t1	4351,5728,3225,2957
,Actinidia17916.t1	41,46,33,14
,Actinidia17917.t1	19,47,32,28
,Actinidia17918.t1	5020,6339,4336,3240
,Actinidia17919.t1	0,0,2,8
,Actinidia17920.t1	21,16,26,6
,Actinidia17921.t1	6418,9005,5897,4478
,Actinidia17922.t1	2,23,6,8
,Actinidia17923.t1	229,256,277,159
,Actinidia17924.t2	1232,1683,945,832
,Actinidia17925.t1	3428,4460,3102,1636
,Actinidia17926.t1	0,4,0,1
,Actinidia17927.t1	4,1,1,4
,Actinidia17928.t1	846,1053,652,644
,Actinidia17929.t1	0,0,0,0
,Actinidia17930.t1	0,0,0,0
,Actinidia17931.t1	0,0,2,18
,Actinidia17932.t1	34,54,50,64
,Actinidia17933.t1	8,3,4,4
,Actinidia17934.t1	24,26,15,30
,Actinidia17935.t1	188,208,173,86
,Actinidia17936.t1	375,503,372,219
,Actinidia17937.t1	0,1,4,0
,Actinidia17938.t1	115,254,269,28
,Actinidia17939.t1	194,223,169,16
,Actinidia17940.t1	7447,9999,6721,5408
,Actinidia17941.t1	43,37,40,0
,Actinidia17942.t1	2423,2930,2122,30
,Actinidia17943.t1	20328,24716,15139,7272
,Actinidia17944.t1	560,869,538,436
,Actinidia17945.t1	70,84,68,67
,Actinidia17946.t1	6173,8307,5154,5882
,Actinidia17947.t1	20,26,9,8
,Actinidia17948.t1	134,157,111,126
,Actinidia17949.t1	268,385,272,162
,Actinidia17950.t1	89,82,85,58
,Actinidia17951.t1	5,2,1,1
,Actinidia17952.t1	98,71,55,47
,Actinidia17953.t1	1388,2142,1570,2401
,Actinidia17954.t1	148,188,119,139
,Actinidia17955.t1	1520,1541,1432,1710
,Actinidia17956.t1	1358,1892,1306,1038
,Actinidia17957.t2	4690,6023,4090,3441
,Actinidia17958.t1	2386,2660,1888,2016
,Actinidia17959.t1	981,1435,856,922
,Actinidia17960.t1	7291,8430,5809,2958
,Actinidia17961.t2	5959,7589,6485,7631
,Actinidia17962.t1	1231,1870,1253,1024
,Actinidia17963.t1	0,0,0,0
,Actinidia17964.t1	2444,3963,2301,2070
,Actinidia17965.t1	899,1179,763,5610
,Actinidia17966.t1	1376,1890,1197,2147
,Actinidia17967.t2	238,358,211,3444
,Actinidia17968.t1	1008,1551,860,891
,Actinidia17969.t1	211,240,201,128
,Actinidia17970.t1	2438,3420,2400,1834
,Actinidia17971.t1	2321,3094,2158,1720
,Actinidia17972.t1	234,306,169,128
,Actinidia17973.t1	1770,2408,1600,1207
,Actinidia17974.t1	1722,2334,1590,936
,Actinidia17975.t1	1928,2303,1572,1275
,Actinidia17976.t1	148,189,174,103
,Actinidia17977.t1	19,18,31,17
,Actinidia17978.t1	543,546,421,287
,Actinidia17979.t1	596,832,428,546
,Actinidia17980.t1	4,14,2,2
,Actinidia17982.t2	1020,1200,900,816
,Actinidia17983.t1	3197,3966,2702,1731
,Actinidia17984.t1	7,1,9,35
,Actinidia17985.t1	4153,5733,3968,902
,Actinidia17986.t1	455,631,441,390
,Actinidia17987.t1	14,15,14,2
,Actinidia17988.t1	88,68,86,33
,Actinidia17989.t1	892,1065,850,347
,Actinidia17990.t1	1540,1727,1162,1190
,Actinidia17991.t1	380,399,273,499
,Actinidia17992.t1	1661,2238,1451,1301
,Actinidia17993.t2	1912,2535,1747,1205
,Actinidia17994.t1	804,1299,766,578
,Actinidia17995.t1	391,624,406,248
,Actinidia17996.t1	43,56,37,25
,Actinidia17997.t1	1856,2236,1630,472
,Actinidia17998.t1	2123,2879,1972,1579
,Actinidia17999.t2	862,1189,784,630
,Actinidia18000.t1	0,0,0,0
,Actinidia18001.t1	1,0,0,0
,Actinidia18002.t2	4743,6161,4013,2394
,Actinidia18003.t1	11710,15006,10556,7603
,Actinidia18004.t1	4,2,1,34
,Actinidia18005.t1	125,129,106,41
,Actinidia18006.t1	1283,1789,1162,1198
,Actinidia18007.t1	20,10,13,14
,Actinidia18008.t1	1,9,2,0
,Actinidia18009.t1	656,727,506,530
,Actinidia18010.t1	70,103,58,30
,Actinidia18011.t1	1426,1406,877,978
,Actinidia18012.t1	6436,8281,5399,4668
,Actinidia18013.t1	1,0,0,0
,Actinidia18014.t1	1572,1944,1409,687
,Actinidia18015.t1	2625,2936,2056,661
,Actinidia18016.t1	159,164,118,23
,Actinidia18017.t1	45,73,49,36
,Actinidia18018.t1	277,494,421,48
,Actinidia18019.t1	601,910,646,349
,Actinidia18020.t1	71,104,46,48
,Actinidia18021.t1	32,92,23,27
,Actinidia18022.t1	22,35,18,1
,Actinidia18023.t1	179,208,162,0
,Actinidia18024.t1	1707,3590,1933,1290
,Actinidia18025.t1	1879,2805,1907,1668
,Actinidia18026.t1	570,698,466,486
,Actinidia18027.t1	2335,3360,1980,1736
,Actinidia18028.t1	987,2290,948,832
,Actinidia18029.t1	255,299,272,252
,Actinidia18030.t1	1061,1579,1031,996
,Actinidia18031.t1	875,1166,792,1030
,Actinidia18032.t1	222,303,207,148
,Actinidia18033.t1	444,561,309,284
,Actinidia18034.t1	463,572,426,261
,Actinidia18035.t1	2566,4575,2470,3777
,Actinidia18036.t1	30,37,26,19
,Actinidia18037.t1	20,13,18,3
,Actinidia18038.t1	404,379,222,93
,Actinidia18039.t1	92,63,45,32
,Actinidia18040.t1	479,591,420,385
,Actinidia18041.t1	4688,6376,4568,3834
,Actinidia18042.t1	0,0,0,0
,Actinidia18043.t1	8488,11382,6916,5943
,Actinidia18044.t2	108,127,102,48
,Actinidia18045.t1	121,159,147,161
,Actinidia18046.t1	7611,10473,7250,4206
,Actinidia18047.t1	462,405,399,287
,Actinidia18048.t1	45,60,29,52
,Actinidia18049.t1	1,0,0,0
,Actinidia18050.t1	11,14,8,8
,Actinidia18051.t1	149,186,178,142
,Actinidia18052.t1	684,997,627,932
,Actinidia18053.t1	1,0,6,3
,Actinidia18054.t1	9,19,6,10
,Actinidia18055.t1	2274,3383,2123,2222
,Actinidia18056.t1	808,1206,721,1008
,Actinidia18057.t1	179,238,181,146
,Actinidia18058.t1	482,647,361,521
,Actinidia18059.t1	193,220,162,195
,Actinidia18060.t1	250,368,189,342
,Actinidia18061.t1	588,785,640,664
,Actinidia18062.t1	0,0,0,0
,Actinidia18063.t1	904,1364,859,588
,Actinidia18064.t1	762,1062,772,2402
,Actinidia18065.t1	1,2,1,2
,Actinidia18066.t1	371,547,316,1020
,Actinidia18067.t1	24,30,14,14
,Actinidia18068.t1	27,62,40,38
,Actinidia18069.t1	12,14,15,7
,Actinidia18070.t1	55,62,51,50
,Actinidia18071.t1	10875,14335,8471,10698
,Actinidia18072.t2	1154,1332,941,138
,Actinidia18073.t2	1539,1688,971,131
,Actinidia18074.t1	1944,2662,1809,4069
,Actinidia18075.t1	0,1,0,0
,Actinidia18076.t1	13,30,8,7
,Actinidia18077.t1	0,0,0,0
,Actinidia18078.t1	1611,2044,1607,1246
,Actinidia18079.t1	120,171,103,83
,Actinidia18080.t1	1659,1912,1280,755
,Actinidia18081.t1	40,35,28,3
,Actinidia18082.t1	78,74,51,31
,Actinidia18083.t1	16550,24392,14047,13009
,Actinidia18084.t1	8,2,1,6
,Actinidia18085.t1	12,22,13,7
,Actinidia18086.t1	6,7,8,6
,Actinidia18087.t1	0,1,4,2
,Actinidia18088.t1	35,50,39,21
,Actinidia18089.t2	983,1254,839,659
,Actinidia18090.t1	2486,3643,2606,1463
,Actinidia18091.t1	0,0,4,0
,Actinidia18092.t1	2095,2598,1865,1055
,Actinidia18093.t1	652,973,589,554
,Actinidia18094.t1	199,222,165,129
,Actinidia18095.t1	9634,14093,8675,6731
,Actinidia18096.t1	947,1153,757,2057
,Actinidia18097.t1	187,215,125,92
,Actinidia18098.t1	176,198,130,1728
,Actinidia18099.t1	1551,2094,1352,1351
,Actinidia18100.t1	4542,5377,3534,3376
,Actinidia18101.t1	4903,6280,3656,5919
,Actinidia18102.t1	18,5,6,19
,Actinidia18103.t1	599,860,570,468
,Actinidia18104.t1	236,301,209,133
,Actinidia18105.t1	8,3,2,5
,Actinidia18106.t1	592,726,491,394
,Actinidia18107.t1	239,392,279,440
,Actinidia18108.t1	341,412,259,6
,Actinidia18109.t1	1633,2200,1444,770
,Actinidia18110.t1	89,147,74,173
,Actinidia18111.t1	256,306,212,93
,Actinidia18112.t1	146,146,109,0
,Actinidia18113.t1	302,301,208,4
,Actinidia18114.t1	27,48,22,65
,Actinidia18115.t1	111,148,73,9
,Actinidia18116.t1	471,687,452,340
,Actinidia18117.t1	221,251,190,294
,Actinidia18118.t1	0,0,1,0
,Actinidia18119.t1	786,1094,721,551
,Actinidia18120.t1	1610,1804,1284,1000
,Actinidia18121.t1	2054,3102,2153,1929
,Actinidia18122.t1	2,4,0,0
,Actinidia18123.t1	3585,4808,2839,5644
,Actinidia18124.t1	680,981,601,535
,Actinidia18125.t1	0,0,0,0
,Actinidia18126.t1	38,31,28,17
,Actinidia18127.t1	2780,3955,2472,2081
,Actinidia18128.t1	11,10,10,7
,Actinidia18129.t1	5545,6941,4561,2802
,Actinidia18130.t1	683,928,591,375
,Actinidia18131.t1	21,31,18,21
,Actinidia18132.t1	49,85,38,41
,Actinidia18133.t1	152,236,121,142
,Actinidia18134.t1	30760,36421,24952,14251
,Actinidia18135.t1	4229,5807,3929,3742
,Actinidia18136.t1	726,1089,626,654
,Actinidia18137.t1	1176,1473,907,516
,Actinidia18138.t1	1603,2046,1571,872
,Actinidia18139.t1	3180,4562,2836,3047
,Actinidia18140.t1	2,2,1,0
,Actinidia18141.t1	6876,9082,6401,5106
,Actinidia18142.t1	5672,6736,4927,3382
,Actinidia18143.t1	7,21,25,3
,Actinidia18144.t1	515,843,563,459
,Actinidia18145.t1	1,0,4,7
,Actinidia18146.t1	134,160,70,118
,Actinidia18147.t1	591,648,459,449
,Actinidia18148.t1	62,174,48,40
,Actinidia18149.t1	0,0,0,0
,Actinidia18150.t1	770,1100,562,3799
,Actinidia18151.t1	279,423,299,240
,Actinidia18152.t1	4877,6325,4294,2294
,Actinidia18153.t1	22,23,18,7
,Actinidia18154.t1	1737,1938,1495,1
,Actinidia18155.t1	251,331,272,197
,Actinidia18156.t1	0,1,0,0
,Actinidia18157.t1	6,6,2,176
,Actinidia18158.t1	16368,21887,14791,10992
,Actinidia18159.t1	6608,8922,5019,1364
,Actinidia18160.t1	1127,1422,1041,628
,Actinidia18161.t1	424,472,303,221
,Actinidia18162.t1	2743,2946,2018,1650
,Actinidia18163.t1	899,1113,854,520
,Actinidia18164.t2	2181,2809,2003,1799
,Actinidia18165.t1	0,0,0,0
,Actinidia18166.t2	9728,12427,9611,4409
,Actinidia18167.t2	246,421,237,258
,Actinidia18168.t1	316,561,326,393
,Actinidia18169.t1	19,16,10,2
,Actinidia18170.t1	40,55,16,0
,Actinidia18171.t1	520,742,361,29
,Actinidia18172.t1	19,12,1,4
,Actinidia18173.t1	384,440,385,154
,Actinidia18174.t1	3297,3804,2126,8420
,Actinidia18175.t1	892,1335,805,873
,Actinidia18176.t1	570,890,725,483
,Actinidia18177.t1	269,412,200,302
,Actinidia18178.t1	100,140,82,105
,Actinidia18179.t1	10,18,13,20
,Actinidia18180.t2	5278,6940,4574,3239
,Actinidia18181.t1	1,0,1,0
,Actinidia18182.t1	0,0,0,0
,Actinidia18183.t1	3126,4489,2825,1778
,Actinidia18184.t1	1065,1339,839,564
,Actinidia18185.t1	5144,7140,4287,3557
,Actinidia18186.t1	596,1173,530,520
,Actinidia18187.t1	8298,10943,6174,4425
,Actinidia18188.t1	1836,2156,1232,923
,Actinidia18189.t1	844,1027,700,477
,Actinidia18190.t1	191,228,165,117
,Actinidia18191.t1	9,3,4,1
,Actinidia18192.t1	1756,2245,1395,509
,Actinidia18193.t1	9532,13636,8828,7329
,Actinidia18194.t1	135,221,188,78
,Actinidia18195.t1	343,452,253,178
,Actinidia18196.t1	1322,2584,1542,51
,Actinidia18197.t1	1459,2753,1873,67
,Actinidia18198.t1	249,300,164,145
,Actinidia18199.t1	354,475,285,186
,Actinidia18200.t1	1375,1908,1378,1436
,Actinidia18201.t1	1794,2397,1505,797
,Actinidia18202.t1	9063,11903,7755,7765
,Actinidia18203.t1	0,0,0,1
,Actinidia18204.t1	259,496,306,155
,Actinidia18205.t1	0,0,0,0
,Actinidia18206.t1	648,988,678,169
,Actinidia18207.t1	1253,1303,1035,919
,Actinidia18208.t1	665,932,608,503
,Actinidia18209.t1	112,156,88,1431
,Actinidia18210.t1	2835,3863,2578,4112
,Actinidia18211.t1	6197,8171,5807,6180
,Actinidia18212.t1	790,1033,613,978
,Actinidia18213.t1	2714,3685,2708,2106
,Actinidia18214.t1	917,1097,704,933
,Actinidia18215.t1	2062,2608,1782,2658
,Actinidia18216.t1	17326,23391,13978,6449
,Actinidia18217.t1	60,64,53,82
,Actinidia18218.t1	983,1249,710,391
,Actinidia18219.t1	2469,4173,1843,1471
,Actinidia18220.t1	15114,20709,12182,11792
,Actinidia18221.t1	0,0,0,0
,Actinidia18222.t1	1435,1711,1203,1418
,Actinidia18223.t1	1172,1602,1290,1475
,Actinidia18224.t1	870,1261,906,372
,Actinidia18225.t2	824,1385,881,550
,Actinidia18226.t1	263,338,256,149
,Actinidia18227.t1	1644,2307,1408,1354
,Actinidia18228.t1	0,1,0,1
,Actinidia18229.t1	157,257,116,89
,Actinidia18230.t1	3092,4389,2773,2106
,Actinidia18231.t1	3166,3519,2466,2426
,Actinidia18232.t1	180,227,155,198
,Actinidia18233.t1	88,86,93,43
,Actinidia18234.t1	33,58,67,25
,Actinidia18235.t1	1445,1861,1275,1182
,Actinidia18236.t1	201,338,250,124
,Actinidia18237.t1	109,82,58,226
,Actinidia18238.t1	1,0,0,0
,Actinidia18239.t1	537,718,481,1059
,Actinidia18240.t1	44,90,70,170
,Actinidia18241.t2	839,855,679,1319
