Column name,Concentration (fmol)
Ach00g005471,1.4187930980844587
Ach00g005481,1.2581079412690772
Ach00g005491,1.1088611260809598
Ach00g005511,1.1163180075233206
Ach00g005531,1.846809505286828
Ach00g005541,4.804694630434673
Ach00g006921,1.3241393727533102
Ach00g006941,1.892364230264966
Ach00g006951,1.1520243692811865
Ach00g006961,1.1656274560834736
Ach00g006981,23.18903229462593
Ach00g007061,1.674242146098832
Ach00g007081,1.1062735926511684
Ach00g007091,1.1068611265339146
Ach00g007101,1.3877956732996137
Ach00g007121,1.3897081414939951
Ach00g007131,2.8298984432412557
Ach00g007141,1.1062735926511684
Ach00g007151,1.1642803989338575
Ach00g007171,1.1062735926511684
Ach00g007181,1.1062735926511684
Ach00g008161,1.2115542108977888
Ach00g008171,9.591210933679896
Ach00g008181,1.1062735926511684
Ach00g008191,1.2199722694107626
Ach00g008201,1.1062735926511684
Ach00g008211,1.2559671467986182
Ach00g008221,1.1920090492158093
Ach00g008231,1.3168457362273667
Ach00g008261,1.1062735926511684
Ach00g008271,2.460920994742946
Ach00g008281,2.6861062273482545
Ach00g008291,1.5869243598356861
Ach00g008301,1.1167734821833943
Ach00g008321,1.1268857591693764
Ach00g008331,1.153111883142452
Ach00g008351,1.1119797582983832
Ach00g008361,1.1062735926511684
Ach00g008371,1.1089135288731922
Ach00g008381,1.1069555199105658
Ach00g008391,1.5889976849143117
Ach00g008401,1.126180623031271
Ach00g008411,1.6077355136640687
Ach00g008421,2.606113499333401
Ach00g008431,1.209924854730268
Ach00g008441,1.1062735926511684
Ach00g008451,1.1062735926511684
Ach00g008461,5.2860334203019095
Ach00g008471,1.6107913539025662
Ach00g008481,1.1976947054272424
Ach00g008491,1.110465944198722
Ach00g008521,1.892332928271774
Ach00g008531,1.1062735926511684
Ach00g008541,1.1662794483644454
Ach00g008551,1.3184065809573788
Ach00g008561,1.1071254570550801
Ach00g008571,1.1062735926511684
Ach00g008581,1.2274639426948741
Ach00g008591,1.4563931967661918
Ach00g008601,1.1120528421933722
Ach00g008611,1.1062735926511684
Ach00g008641,1.1155551405710054
Ach00g008651,1.1062735926511684
Ach00g008661,1.1062735926511684
Ach00g008681,1.1062735926511684
Ach00g008691,1.1382405587837947
Ach00g008711,1.5690280248426984
Ach00g008721,2.212350938826992
Ach00g008731,1.5272409284224084
Ach00g008741,1.1062735926511684
Ach00g008751,1.1062735926511684
Ach00g008761,1.1129520802625577
Ach00g008771,1.1062735926511684
Ach00g008781,1.1062735926511684
Ach00g008791,1.1074552885184803
Ach00g008801,1.1062735926511684
Ach00g008811,1.1062735926511684
Ach00g009511,1.1705930913938982
Ach00g009521,1.5496818101120169
Ach00g009541,1.1468683212694173
Ach00g009551,1.1062735926511684
Ach00g009561,1.3147915111196473
Ach00g009581,1.206467087288662
Ach00g009591,1.2309466111205363
Ach00g009601,1.1629828304910512
Ach00g010401,1.1062735926511684
Ach00g010411,1.1062735926511684
Ach00g010421,1.139082119222966
Ach00g010431,1.1114440979709894
Ach00g010521,1.1441672508251797
Ach00g010531,1.2138129940437679
Ach00g010541,1.378625220096043
Ach00g010551,1.2257552377732561
Ach00g010571,1.1062735926511684
Ach00g010671,1.111648612460579
Ach00g010721,1.1336389744782132
Ach00g010731,1.329221426813949
Ach00g010741,1.1075905972055773
Ach00g010751,1.7973442440776923
Ach00g011011,1.5263563551714068
Ach00g011031,1.1132316708981518
Ach00g011041,1.392486731725916
Ach00g011051,1.1761375767237208
Ach00g011061,1.3028692918105695
Ach00g011081,1.1389418172774677
Ach00g011091,1.1624091931356488
Ach00g011101,1.2738718293750813
Ach00g011111,1.1827488865691296
Ach00g011121,1.2318526710717976
Ach00g011131,1.1151256121964455
Ach00g011171,1.1109217212449376
Ach00g012031,1.136992970205302
Ach00g012041,1.1062735926511684
Ach00g012051,3.3689717667622197
Ach00g012071,1.1159215174625778
Ach00g012081,1.3650782834923678
Ach00g012091,1.1160126983611787
Ach00g012101,1.1062735926511684
Ach00g012111,1.1093266486636615
Ach00g012121,1.4306769469794263
Ach00g012131,1.1062735926511684
Ach00g012141,1.1211617608880642
Ach00g012151,2.368968754889913
Ach00g012161,1.1081484930193775
Ach00g012171,12.881478116569038
Ach00g012181,1.9797249698618955
Ach00g012191,1.4533131115016529
Ach00g012211,1.3047971073108944
Ach00g012221,1.1062735926511684
Ach00g012291,1.22315821547314
Ach00g012321,1.439681670280294
Ach00g012331,1.30148419432939
Ach00g012341,1.2157443820476523
Ach00g012351,1.3387711465790308
Ach00g012421,1.1205147635308403
Ach00g012431,1.7230140636085254
Ach00g012441,2.4784548690906605
Ach00g012451,2.2514221433289654
Ach00g012461,1.7452418701610866
Ach00g012481,1.4750900716693598
Ach00g012491,1.1230334163235596
Ach00g012501,1.1331815664371176
Ach00g012511,1.141872517566255
Ach00g012521,1.2485437077908916
Ach00g012531,1.5088640158781528
Ach00g013331,1.5019289089064074
Ach00g013341,1.3174473709232986
Ach00g013351,1.336836066389275
Ach00g013361,1.3991507784670059
Ach00g013371,1.1062735926511684
Ach00g013381,1.634208038331494
Ach00g013391,1.137679568003954
Ach00g013401,1.4260001658590713
Ach00g013411,1.1062735926511684
Ach00g013421,1.488213996219761
Ach00g013431,1.742894050034566
Ach00g013441,1.1062735926511684
Ach00g013451,1.8608348170205034
Ach00g013461,1.1075378034885255
Ach00g013471,1.3440328486471897
Ach00g013491,1.1284771442171497
Ach00g013501,1.6589483618220247
Ach00g013521,1.1626635396026854
Ach00g013541,1.2296742477897369
Ach00g013551,1.312226994177248
Ach00g013561,1.1304464152555789
Ach00g013571,1.1849018386760224
Ach00g014051,1.6377358481307986
Ach00g014061,1.35576914263852
Ach00g014081,1.1420122363828749
Ach00g014091,5.688622207840693
Ach00g014101,1.1530039816566047
Ach00g014111,1.1062735926511684
Ach00g014121,1.659302720550639
Ach00g014131,1.1077901227145956
Ach00g014141,1.4289775853933198
Ach00g014151,1.1484979546164953
Ach00g014161,1.1125117404200484
Ach00g014171,1.447818484156718
Ach00g014181,1.2753090515843175
Ach00g014191,1.270975963513761
Ach00g014201,1.1062735926511684
Ach00g014211,1.1076492817424763
Ach00g014231,1.1385147591095492
Ach00g014241,1.62329873490675
Ach00g014251,1.151375482152841
Ach00g015191,1.9682385162442444
Ach00g015351,1.1326269094721853
Ach00g015361,1.5118300027057183
Ach00g015381,1.6424232344559218
Ach00g015391,1.2071243270454273
Ach00g015401,1.4406562957952804
Ach00g015431,1.124371956542811
Ach00g015441,1.1062735926511684
Ach00g015451,1.1119466470857302
Ach00g015491,1.2821526544159165
Ach00g015501,1.1905005303793632
Ach00g015621,1.1062735926511684
Ach00g015651,1.132180999239777
Ach00g015671,3.897060266004454
Ach00g015681,1.1206447665500552
Ach00g015691,1.1062735926511684
Ach00g015701,1.1062735926511684
Ach00g015711,1.1062735926511684
Ach00g015721,1.3304966606849107
Ach00g015741,1.2191635966620942
Ach00g016281,1.1062735926511684
Ach00g016311,1.1062735926511684
Ach00g016421,1.2946205021770487
Ach00g016441,3.4231934910236936
Ach00g016451,1.1187528373191822
Ach00g016461,1.1403778850077784
Ach00g016471,2.966775172437298
Ach00g016481,1.7438119313744633
Ach00g016611,1.7396932899230113
Ach00g016621,1.882057968344295
Ach00g016631,1.4823269960131322
Ach00g016641,1.716381134178299
Ach00g016651,1.1685717545036487
Ach00g016661,1.618542496531366
Ach00g016671,1.3420049174115345
Ach00g016681,1.2312606003990971
Ach00g016701,1.196134774894628
Ach00g016711,1.1062735926511684
Ach00g016721,1.1157962197377542
Ach00g016731,1.2011336086290825
Ach00g016811,1.3945358937779948
Ach00g016841,1.6479889134376953
Ach00g016851,1.1062735926511684
Ach00g018611,1.1122592439627366
Ach00g018661,1.106668392643451
Ach00g018681,1.1164144771244746
Ach00g018691,1.1480952233277804
Ach00g018701,1.4142274156771566
Ach00g018711,1.218189520463518
Ach00g018721,1.1937245074555036
Ach00g018731,1.1062735926511684
Ach00g019271,1.1076140721496457
Ach00g019281,3.4320504861823027
Ach00g019301,2.0251765852660513
Ach00g019321,1.3498022041685485
Ach00g019341,1.1062735926511684
Ach00g019351,1.242690762077609
Ach00g019371,1.3624761490579
Ach00g020481,2.04270349964773
Ach00g020491,2.2364590705591336
Ach00g020501,1.952909584051779
Ach00g020511,1.1062735926511684
Ach00g020521,1.9421939578598115
Ach00g020531,1.2375567825830656
Ach00g020541,1.1858958079172017
Ach00g020551,1.109527385798127
Ach00g020561,1.1267456899708646
Ach00g020571,1.4578281131764994
Ach00g020581,1.939602362415283
Ach00g020591,3.138308267728655
Ach00g020601,1.9624172841545373
Ach00g020771,1.1190163984846302
Ach00g020781,1.1062735926511684
Ach00g020791,1.1119466470857302
Ach00g020801,1.1720911753481875
Ach00g020821,1.2011345728202125
Ach00g020831,1.2714714690336522
Ach00g020951,1.137118523539947
Ach00g020961,1.1062735926511684
Ach00g020971,1.1118708620074058
Ach00g020981,1.1062735926511684
Ach00g020991,1.7399743825585063
