Column name,Concentration (fmol)
Cucsa.000200,-1.5159972368259143
Cucsa.000210,-1.1479589230699976
Cucsa.000230,-1.5159972368259143
Cucsa.000250,1.3570017406509842
Cucsa.000290,-1.48876277355395
Cucsa.001310,-0.42644602366210993
Cucsa.001320,-0.9010251732058857
Cucsa.001330,-0.933069086409688
Cucsa.001340,4.186434090457645
Cucsa.001360,4.0076661610298325
Cucsa.001370,-1.2638236275463612
Cucsa.001400,-1.308298056985821
Cucsa.001410,-1.0702001141382451
Cucsa.002240,-1.5136680540112692
Cucsa.002260,-0.507323159435175
Cucsa.002280,-0.6816678892902548
Cucsa.002290,-0.8885082198441498
Cucsa.002310,-1.5159972368259143
Cucsa.002320,-0.2873458207853312
Cucsa.002330,-1.5159972368259143
Cucsa.002530,-1.1879575395588673
Cucsa.002540,-1.4468774072797148
Cucsa.002590,-0.694127859048474
Cucsa.002600,-1.371950450097076
Cucsa.002610,-1.5159972368259143
Cucsa.002620,-1.4101177320718024
Cucsa.002630,0.26311247001259036
Cucsa.002640,-0.19425166798478832
Cucsa.002650,-1.172120085563151
Cucsa.002660,-0.828394374741391
Cucsa.002670,-1.4676544774282436
Cucsa.002680,-1.3615462173943733
Cucsa.002880,-0.3414448725074037
Cucsa.002900,-0.746158214180438
Cucsa.002920,-1.5114789266338442
Cucsa.002930,-1.16945794484544
Cucsa.002940,-1.068101948372145
Cucsa.002950,-1.3813122199422165
Cucsa.002960,0.8108956580101965
Cucsa.002980,-1.470240935046321
Cucsa.003190,-1.3911169731947703
Cucsa.003210,-1.2482534258032971
Cucsa.003220,22.84652797620087
Cucsa.003230,-0.48673575851260675
Cucsa.003430,-1.0662852435789
Cucsa.003830,-1.4634145427713539
Cucsa.003840,1.522953449989923
Cucsa.003850,1.6811582620489016
Cucsa.003860,-1.4626675584017526
Cucsa.003880,-1.2592691014935131
Cucsa.003910,-0.7613310095253387
Cucsa.003950,0.1280834199325178
Cucsa.003960,-0.4906898134956149
Cucsa.003970,1.1992299411418539
Cucsa.004190,0.2034337894988917
Cucsa.004200,-1.2709759119507167
Cucsa.004230,2.3361343892746143
Cucsa.004430,-0.14607761878585035
Cucsa.004450,-1.3455894222892772
Cucsa.004460,-1.2165634596904367
Cucsa.004470,-0.6533312744205095
Cucsa.004500,-1.3739098680819035
Cucsa.004510,-1.367138180110434
Cucsa.004520,-0.7763034744805946
Cucsa.004530,-0.13923098296913533
Cucsa.004580,-1.5159972368259143
Cucsa.004590,-1.5159972368259143
Cucsa.004610,-0.6315070136294708
Cucsa.004650,-0.5324844697708381
Cucsa.004660,2.191039236024247
Cucsa.004670,-0.7770724113966507
Cucsa.004700,-1.217832070636767
Cucsa.004920,0.6469328006361749
Cucsa.004950,-0.541134160301907
Cucsa.004960,-1.4685394707352948
Cucsa.005000,-1.0777854449766544
Cucsa.005010,-1.2769914806265774
Cucsa.005020,-0.9498396584510455
Cucsa.005030,-0.7789246762469555
Cucsa.005040,0.4456912653572178
Cucsa.005050,-1.3055943008992565
Cucsa.005080,-0.5244827023534558
Cucsa.005090,-1.3580510578688796
Cucsa.005100,-1.387555108381587
Cucsa.005110,-1.452868632203412
Cucsa.005120,-1.029130764508703
Cucsa.005130,2.0628935720563724
Cucsa.005150,-0.8335519378081577
Cucsa.005160,0.4082206282135733
Cucsa.005170,-1.2771694704289516
Cucsa.005190,-0.7806161261426365
Cucsa.005210,-1.5159972368259143
Cucsa.005220,1.6646254138425522
Cucsa.005230,-0.7592938569213801
Cucsa.005240,-1.1786866051680656
Cucsa.005250,-1.2931679099322768
Cucsa.005260,-1.3549172851241613
Cucsa.005270,-0.7631258789580976
Cucsa.005280,13.481186328550613
Cucsa.005290,-1.2277778687677534
Cucsa.005300,-0.9195143252054139
Cucsa.005310,-0.4748308026551891
Cucsa.005320,-0.7056785563949999
Cucsa.005330,1.7347655781472089
Cucsa.005350,-1.1278572836173606
Cucsa.005360,-0.8642458013373906
Cucsa.005370,-0.1323364734322038
Cucsa.005380,-1.1911851037237962
Cucsa.005390,0.2615456736839976
Cucsa.005400,-0.3402021984589469
Cucsa.005410,-1.0976029560416731
Cucsa.005420,-1.235739888425905
Cucsa.005430,-1.5127863614920234
Cucsa.005450,2.542217221370468
Cucsa.005460,-0.6227195570107997
Cucsa.005470,-1.3140579216287271
Cucsa.005480,-1.204996633774558
Cucsa.005490,-1.5159972368259143
Cucsa.005500,-0.35538315831914047
Cucsa.005510,-0.9467844712275302
Cucsa.005520,-0.21752095067631275
Cucsa.005560,0.985824695686404
Cucsa.005570,-1.3957941237177187
Cucsa.005970,-1.5159972368259143
Cucsa.006180,-1.3401279810132536
Cucsa.006190,-0.8580968728415099
Cucsa.006220,-1.437379855328517
Cucsa.006230,0.22877423412172998
Cucsa.006240,-1.4391537440669073
Cucsa.006320,-0.3403828364154104
Cucsa.006340,-1.5055591216065294
Cucsa.006940,2.86991429367284
Cucsa.007150,-1.26791430738992
Cucsa.007160,-0.6908826289469507
Cucsa.007170,-0.35818450624044523
Cucsa.007220,0.8618496692475801
Cucsa.007240,1.8239271279746585
Cucsa.007250,-1.0574618390400565
Cucsa.007260,-0.9619889200728953
Cucsa.007270,-1.3580628303080675
Cucsa.007290,-1.4176720839590984
Cucsa.007300,-0.19971725719704245
Cucsa.007310,-1.505271994394471
Cucsa.007320,0.3767350969352273
Cucsa.007330,0.32510913999532104
Cucsa.007340,-1.0933778337172484
Cucsa.007360,-1.3268618131789136
Cucsa.007380,-1.4232767517025167
Cucsa.007600,1.0093210857541808
Cucsa.007800,-1.4439866681398006
Cucsa.007810,0.7499174114203352
Cucsa.007830,-0.7140337810241166
Cucsa.007840,2.1363644586261774
Cucsa.007850,-0.5502508277577702
Cucsa.008070,-1.3600261271381269
Cucsa.008480,-1.5159972368259143
Cucsa.008880,-1.1758991292963181
Cucsa.008890,-1.0857900486177456
Cucsa.008900,-1.515032001613143
Cucsa.008910,-1.5159972368259143
Cucsa.009110,-1.5159972368259143
Cucsa.009120,-1.5159972368259143
Cucsa.009140,0.7960896410504168
Cucsa.009150,-1.5159972368259143
Cucsa.009170,-1.4056831741578255
Cucsa.009180,1.3578708191579418
Cucsa.009190,-1.1161773629268963
Cucsa.009200,-0.8871974198925312
Cucsa.009210,1.2773429624400692
Cucsa.009220,-1.5063958276677658
Cucsa.009230,-0.8053837426922231
Cucsa.009260,-1.4584406346717569
Cucsa.009280,-1.4864904672179458
Cucsa.009290,-1.3204316923941533
Cucsa.009300,-0.41993138376032
Cucsa.009330,-1.5159972368259143
Cucsa.009340,-1.5159972368259143
Cucsa.009350,-1.5159972368259143
Cucsa.009360,-1.5159972368259143
Cucsa.009370,-1.5117871183156422
Cucsa.010570,-1.0353258664234763
Cucsa.010580,7.25985002924434
Cucsa.010590,5.479164696821847
Cucsa.010600,24.480339119415945
Cucsa.010610,-0.6065820211712473
Cucsa.010650,-0.6858809193372598
Cucsa.010670,-1.0493639998739421
Cucsa.010680,-0.7166524743838718
Cucsa.010690,-0.3024871411169843
Cucsa.010710,-1.507157064710995
Cucsa.010720,-1.5030998215388491
Cucsa.010740,-1.4282129245228425
Cucsa.010800,0.7679976865089209
Cucsa.010820,-1.4475466008502158
Cucsa.010840,-0.9812302267470716
Cucsa.010860,-0.6257777731396802
Cucsa.010870,-1.336438416205995
Cucsa.010880,-0.9573419969553014
Cucsa.010890,-1.5072434195037239
Cucsa.010900,-1.054740350917566
Cucsa.010910,-1.4759323471881187
Cucsa.010920,-1.0647058718139883
Cucsa.010930,-1.1886281570425496
Cucsa.010940,-0.5607992514178854
Cucsa.010950,-1.2139457885766884
Cucsa.010970,-1.241327062665582
Cucsa.010980,-1.242129744404075
Cucsa.011010,-1.488851891562039
Cucsa.011020,-1.0865397560247743
Cucsa.011040,-0.7224322479441526
Cucsa.011050,-0.8787640480057816
Cucsa.011060,0.08747275471180381
Cucsa.011070,-1.0450592246473214
Cucsa.011080,-1.2745585436904157
Cucsa.011090,-1.3633788830639293
Cucsa.011100,-1.4602471191334394
Cucsa.011120,-0.7198062720841087
Cucsa.011130,-0.7005328446739534
Cucsa.011140,-1.3988274979468143
Cucsa.011150,-0.14158362903767088
Cucsa.011160,-1.0414341525199167
Cucsa.011170,-0.15515201777572143
Cucsa.011180,-0.6530072553667231
Cucsa.011190,-0.3944302387505637
Cucsa.011200,-1.390155353549724
Cucsa.011210,-1.392710660087043
Cucsa.011220,-1.405772394081416
Cucsa.011230,-1.3619720099638732
Cucsa.011240,-0.8711958756042488
Cucsa.011250,-1.0920751848714318
Cucsa.011260,-1.3561043822738907
Cucsa.011270,-1.454701893149477
Cucsa.011280,-0.8692415534980215
Cucsa.011320,-0.7089567780379712
Cucsa.011340,-1.186139236848471
Cucsa.011350,-0.6901814540610267
Cucsa.011370,-1.4907161549871977
Cucsa.011380,-1.1084655424849428
